Mealy_3410_as	1	6	13	19	24	26	25	22	24	39	60	82	111	146	176	202	202	182	186	222	257	261	257	258	233	172	108	60	28	8
Mealy_3410_sepSeq	0	5794901	9262	4143	2437	710	520	268	96	8
