Correct/IndistMachines	FSMtype	States	Inputs	Outputs	ES	Resets	Symbols	seconds	AlgorithmType	Algorithm	AlgId	fileName
0	3	300	2	2	1	2043	68259	0.367243	TS	SPYH-method	2	Moore_R300_L5E63.fsm
0	3	300	2	2	1	2699	91013	1.546528	TS	S-method	3	Moore_R300_L5E63.fsm
0	3	300	2	2	2	6431	205433	0.243661	TS	H-method	0	Moore_R300_L5E63.fsm
0	3	300	2	2	2	6542	253016	0.316710	TS	SPY-method	1	Moore_R300_L5E63.fsm
0	3	300	2	2	2	3342	123612	1.137755	TS	SPYH-method	2	Moore_R300_L5E63.fsm
0	3	300	2	2	2	4011	141057	3.079061	TS	S-method	3	Moore_R300_L5E63.fsm
0	3	400	2	2	0	1619	44541	0.061041	TS	H-method	0	Moore_R400.fsm
0	3	400	2	2	0	1300	42628	0.118579	TS	SPY-method	1	Moore_R400.fsm
0	3	400	2	2	0	997	28943	0.082556	TS	SPYH-method	2	Moore_R400.fsm
0	3	400	2	2	0	1011	29549	0.519862	TS	S-method	3	Moore_R400.fsm
0	3	400	2	2	1	2997	89365	0.086573	TS	H-method	0	Moore_R400.fsm
0	3	400	2	2	1	2308	78216	0.134589	TS	SPY-method	1	Moore_R400.fsm
0	3	400	2	2	1	1594	51946	0.165608	TS	SPYH-method	2	Moore_R400.fsm
0	3	400	2	2	1	1591	50443	0.918611	TS	S-method	3	Moore_R400.fsm
0	3	400	2	2	2	5145	167345	0.144597	TS	H-method	0	Moore_R400.fsm
0	3	400	2	2	2	4269	153979	0.196129	TS	SPY-method	1	Moore_R400.fsm
0	3	400	2	2	2	2780	101276	0.366244	TS	SPYH-method	2	Moore_R400.fsm
0	3	400	2	2	2	2531	88487	1.912772	TS	S-method	3	Moore_R400.fsm
0	3	400	2	2	0	2717	77227	0.122080	TS	H-method	0	Moore_R400_kGw0x.fsm
0	3	400	2	2	0	2065	78321	0.251168	TS	SPY-method	1	Moore_R400_kGw0x.fsm
0	3	400	2	2	0	1674	50486	0.212640	TS	SPYH-method	2	Moore_R400_kGw0x.fsm
0	3	400	2	2	0	1767	55161	1.182284	TS	S-method	3	Moore_R400_kGw0x.fsm
0	3	400	2	2	1	4604	139426	0.206138	TS	H-method	0	Moore_R400_kGw0x.fsm
0	3	400	2	2	1	3934	145192	0.282187	TS	SPY-method	1	Moore_R400_kGw0x.fsm
0	3	400	2	2	1	2509	83133	0.505336	TS	SPYH-method	2	Moore_R400_kGw0x.fsm
0	3	400	2	2	1	2921	96459	2.013337	TS	S-method	3	Moore_R400_kGw0x.fsm
0	3	400	2	2	2	7855	257839	0.380251	TS	H-method	0	Moore_R400_kGw0x.fsm
0	3	400	2	2	2	7289	278003	0.393760	TS	SPY-method	1	Moore_R400_kGw0x.fsm
0	3	400	2	2	2	4067	149297	1.547026	TS	SPYH-method	2	Moore_R400_kGw0x.fsm
0	3	400	2	2	2	4723	165943	4.200788	TS	S-method	3	Moore_R400_kGw0x.fsm
0	3	500	2	2	0	3199	91867	0.171113	TS	H-method	0	Moore_R500.fsm
0	3	500	2	2	0	2610	98060	0.316711	TS	SPY-method	1	Moore_R500.fsm
0	3	500	2	2	0	1947	60099	0.297697	TS	SPYH-method	2	Moore_R500.fsm
0	3	500	2	2	0	2114	68048	1.608069	TS	S-method	3	Moore_R500.fsm
0	3	500	2	2	1	5433	167907	0.283184	TS	H-method	0	Moore_R500.fsm
0	3	500	2	2	1	4831	179705	0.370245	TS	SPY-method	1	Moore_R500.fsm
0	3	500	2	2	1	2956	99954	0.694961	TS	SPYH-method	2	Moore_R500.fsm
0	3	500	2	2	1	3450	116464	2.728317	TS	S-method	3	Moore_R500.fsm
0	3	500	2	2	2	9336	311762	0.506835	TS	H-method	0	Moore_R500.fsm
0	3	500	2	2	2	9082	349236	0.484865	TS	SPY-method	1	Moore_R500.fsm
0	3	500	2	2	2	4834	181928	2.042856	TS	SPYH-method	2	Moore_R500.fsm
0	3	500	2	2	2	5531	196499	5.635742	TS	S-method	3	Moore_R500.fsm
0	3	500	2	2	0	2487	70589	0.136091	TS	H-method	0	Moore_R500_EaX8Q.fsm
0	3	500	2	2	0	2134	77300	0.252668	TS	SPY-method	1	Moore_R500_EaX8Q.fsm
0	3	500	2	2	0	1615	48885	0.215142	TS	SPYH-method	2	Moore_R500_EaX8Q.fsm
0	3	500	2	2	0	1864	56892	1.250413	TS	S-method	3	Moore_R500_EaX8Q.fsm
0	3	500	2	2	1	4305	130489	0.205138	TS	H-method	0	Moore_R500_EaX8Q.fsm
0	3	500	2	2	1	3872	140598	0.290194	TS	SPY-method	1	Moore_R500_EaX8Q.fsm
0	3	500	2	2	1	2566	85754	0.466809	TS	SPYH-method	2	Moore_R500_EaX8Q.fsm
0	3	500	2	2	1	2914	95418	2.159933	TS	S-method	3	Moore_R500_EaX8Q.fsm
0	3	500	2	2	2	7194	235128	0.340225	TS	H-method	0	Moore_R500_EaX8Q.fsm
0	3	500	2	2	2	7312	276322	0.389757	TS	SPY-method	1	Moore_R500_EaX8Q.fsm
0	3	500	2	2	2	4188	157606	1.299881	TS	SPYH-method	2	Moore_R500_EaX8Q.fsm
0	3	500	2	2	2	4363	153493	4.448960	TS	S-method	3	Moore_R500_EaX8Q.fsm
0	3	600	2	2	0	5116	155420	0.374249	TS	H-method	0	Moore_R600.fsm
0	3	600	2	2	0	3960	171288	0.663945	TS	SPY-method	1	Moore_R600.fsm
0	3	600	2	2	0	3269	108551	0.721480	TS	SPYH-method	2	Moore_R600.fsm
0	3	600	2	2	0	3944	136796	4.088219	TS	S-method	3	Moore_R600.fsm
