DFSM_4_as	2	3	2	1
DFSM_4_svs	1	1	1	3	2
DFSM_4_sepSeq	0	9	2	1
Mealy_4_as	7	13	7	1
Mealy_4_svs	1	1	13	6	5	2
Mealy_4_sepSeq	0	33	7	2
Moore_4_as	5	9	5	1
Moore_4_svs	1	3	11	5
Moore_4_sepSeq	0	28	2
DFA_4_as	5	9	5	1
DFA_4_svs	1	3	11	5
DFA_4_sepSeq	0	28	2
DFSM_5_as	2	4	4
DFSM_5_svs	0	1	2	5	0	2
DFSM_5_sepSeq	0	15	5
Mealy_5_as	1	2	2
Mealy_5_svs	2	1	1	1
Mealy_5_sepSeq	0	7	3
Moore_5_as	1	2	2
Moore_5_svs	0	1	2	2
Moore_5_sepSeq	0	9	1
DFA_5_as	1	2	2
DFA_5_svs	0	1	2	2
DFA_5_sepSeq	0	9	1
