Correct	#Resets	#OQs	#EQs	#symbols	#BBresets	#BBsymbols	seconds	Algorithm	CEprocessing	Teacher	BB	fileName
1	15	29	1	88	0	0	0.009005	OTree	ExtraStates:1+EQ	TeacherDFSM		DFSM_R4_SCSet.fsm
1	44	44	2	151	0	0	0.010007	L*	addAllPrefixesToS	TeacherRL		DFSM_R4_SCSet.fsm
1	37	37	2	113	0	0	0.007005	L*	addAllSuffixesAfterLastStateToE	TeacherRL		DFSM_R4_SCSet.fsm
1	36	36	2	109	0	0	0.008005	L*	addSuffix1by1ToE	TeacherRL		DFSM_R4_SCSet.fsm
1	38	38	2	115	0	0	0.009007	L*	addSuffixAfterLastStateToE	TeacherRL		DFSM_R4_SCSet.fsm
1	39	39	2	119	0	0	0.009006	L*	addSuffixToE_binarySearch	TeacherRL		DFSM_R4_SCSet.fsm
1	41	41	3	108	0	0	0.005504	DT		TeacherRL		DFSM_R4_SCSet.fsm
1	70	70	2	252	0	0	0.009004	OP	AllGlobally	TeacherRL		DFSM_R4_SCSet.fsm
1	54	54	2	163	0	0	0.010983	OP	OneGlobally	TeacherRL		DFSM_R4_SCSet.fsm
1	48	48	2	141	0	0	0.010507	OP	OneLocally	TeacherRL		DFSM_R4_SCSet.fsm
1	32	32	3	86	0	0	0.009006	TTT		TeacherRL		DFSM_R4_SCSet.fsm
1	19	55	1	69	0	0	0.006505	Quotient		TeacherRL		DFSM_R4_SCSet.fsm
1	71	71	1	322	0	0	0.011508	GoodSplit	maxDistLen:2+EQ	TeacherRL		DFSM_R4_SCSet.fsm
1	15	57	1	88	0	0	0.008506	OTree	ExtraStates:1+EQ	TeacherRL		DFSM_R4_SCSet.fsm
1	82	60	2	99	82	291	0.040027	L*	addAllPrefixesToS	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	DFSM_R4_SCSet.fsm
1	95	73	2	89	95	194	0.024016	L*	addAllSuffixesAfterLastStateToE	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	DFSM_R4_SCSet.fsm
1	58	36	2	79	58	170	0.020109	L*	addSuffix1by1ToE	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	DFSM_R4_SCSet.fsm
1	62	40	2	79	62	170	0.020013	L*	addSuffixAfterLastStateToE	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	DFSM_R4_SCSet.fsm
1	63	41	2	79	63	170	0.020013	L*	addSuffixToE_binarySearch	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	DFSM_R4_SCSet.fsm
1	72	46	3	81	72	155	0.019516	DT		TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	DFSM_R4_SCSet.fsm
1	155	133	2	149	155	276	0.033027	OP	AllGlobally	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	DFSM_R4_SCSet.fsm
1	78	56	2	79	78	170	0.020513	OP	OneGlobally	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	DFSM_R4_SCSet.fsm
1	72	50	2	78	72	165	0.025017	OP	OneLocally	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	DFSM_R4_SCSet.fsm
1	70	44	3	77	70	143	0.022515	TTT		TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	DFSM_R4_SCSet.fsm
1	34	19	1	71	34	128	0.018512	Quotient		TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	DFSM_R4_SCSet.fsm
1	52	37	1	89	52	199	0.019513	GoodSplit	maxDistLen:2+EQ	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	DFSM_R4_SCSet.fsm
1	30	29	1	79	30	137	0.019016	OTree	ExtraStates:1+EQ	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	DFSM_R4_SCSet.fsm
1	114	114	2	422	0	0	0.015510	L*	addAllPrefixesToS	TeacherDFSM		DFSM_R5_PDS.fsm
1	98	98	3	333	0	0	0.015511	L*	addAllSuffixesAfterLastStateToE	TeacherDFSM		DFSM_R5_PDS.fsm
1	96	96	3	326	0	0	0.013512	L*	addSuffix1by1ToE	TeacherDFSM		DFSM_R5_PDS.fsm
1	100	100	3	337	0	0	0.014509	L*	addSuffixAfterLastStateToE	TeacherDFSM		DFSM_R5_PDS.fsm
1	101	101	3	341	0	0	0.015010	L*	addSuffixToE_binarySearch	TeacherDFSM		DFSM_R5_PDS.fsm
1	74	74	4	214	0	0	0.005005	DT		TeacherDFSM		DFSM_R5_PDS.fsm
1	171	171	3	779	0	0	0.017510	OP	AllGlobally	TeacherDFSM		DFSM_R5_PDS.fsm
1	127	127	3	501	0	0	0.021013	OP	OneGlobally	TeacherDFSM		DFSM_R5_PDS.fsm
1	109	109	3	417	0	0	0.018012	OP	OneLocally	TeacherDFSM		DFSM_R5_PDS.fsm
1	59	59	4	179	0	0	0.006004	TTT		TeacherDFSM		DFSM_R5_PDS.fsm
1	58	58	2	250	0	0	0.012509	Quotient		TeacherDFSM		DFSM_R5_PDS.fsm
1	136	136	1	774	0	0	0.099566	GoodSplit	maxDistLen:2+EQ	TeacherDFSM		DFSM_R5_PDS.fsm
1	45	94	1	292	0	0	0.045039	OTree	ExtraStates:1+EQ	TeacherDFSM		DFSM_R5_PDS.fsm
1	114	114	2	422	0	0	0.084054	L*	addAllPrefixesToS	TeacherRL		DFSM_R5_PDS.fsm
1	98	98	3	333	0	0	0.077552	L*	addAllSuffixesAfterLastStateToE	TeacherRL		DFSM_R5_PDS.fsm
1	96	96	3	326	0	0	0.080553	L*	addSuffix1by1ToE	TeacherRL		DFSM_R5_PDS.fsm
1	100	100	3	337	0	0	0.084556	L*	addSuffixAfterLastStateToE	TeacherRL		DFSM_R5_PDS.fsm
1	101	101	3	341	0	0	0.082554	L*	addSuffixToE_binarySearch	TeacherRL		DFSM_R5_PDS.fsm
1	74	74	4	214	0	0	0.028520	DT		TeacherRL		DFSM_R5_PDS.fsm
1	171	171	3	779	0	0	0.068548	OP	AllGlobally	TeacherRL		DFSM_R5_PDS.fsm
1	127	127	3	501	0	0	0.055035	OP	OneGlobally	TeacherRL		DFSM_R5_PDS.fsm
1	109	109	3	417	0	0	0.049533	OP	OneLocally	TeacherRL		DFSM_R5_PDS.fsm
1	59	59	4	179	0	0	0.040527	TTT		TeacherRL		DFSM_R5_PDS.fsm
1	58	176	2	250	0	0	0.038525	Quotient		TeacherRL		DFSM_R5_PDS.fsm
1	269	269	1	1387	0	0	0.077051	GoodSplit	maxDistLen:2+EQ	TeacherRL		DFSM_R5_PDS.fsm
1	45	187	1	292	0	0	0.040026	OTree	ExtraStates:1+EQ	TeacherRL		DFSM_R5_PDS.fsm
1	204	150	3	331	204	844	0.267678	L*	addAllPrefixesToS	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	DFSM_R5_PDS.fsm
1	168	114	3	303	168	614	0.065543	L*	addAllSuffixesAfterLastStateToE	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	DFSM_R5_PDS.fsm
1	166	112	3	303	166	614	0.068545	L*	addSuffix1by1ToE	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	DFSM_R5_PDS.fsm
1	154	100	3	303	154	614	0.064042	L*	addSuffixAfterLastStateToE	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	DFSM_R5_PDS.fsm
1	158	104	3	303	158	614	0.065043	L*	addSuffixToE_binarySearch	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	DFSM_R5_PDS.fsm
1	138	77	4	294	138	468	0.057538	DT		TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	DFSM_R5_PDS.fsm
1	233	187	2	352	233	672	0.080554	OP	AllGlobally	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	DFSM_R5_PDS.fsm
1	182	128	3	321	182	681	0.067043	OP	OneGlobally	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	DFSM_R5_PDS.fsm
1	164	110	3	303	164	608	0.068045	OP	OneLocally	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	DFSM_R5_PDS.fsm
1	141	80	4	287	141	470	0.061540	TTT		TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	DFSM_R5_PDS.fsm
1	104	58	2	309	104	531	0.055036	Quotient		TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	DFSM_R5_PDS.fsm
1	174	136	1	427	174	920	0.071549	GoodSplit	maxDistLen:2+EQ	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	DFSM_R5_PDS.fsm
1	83	94	1	321	83	506	0.074047	OTree	ExtraStates:1+EQ	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	DFSM_R5_PDS.fsm
1	75	75	3	295	0	0	0.014013	L*	addAllPrefixesToS	TeacherDFSM		DFSM_R5_SVS.fsm
1	57	57	3	195	0	0	0.008006	L*	addAllSuffixesAfterLastStateToE	TeacherDFSM		DFSM_R5_SVS.fsm
1	55	55	3	187	0	0	0.009505	L*	addSuffix1by1ToE	TeacherDFSM		DFSM_R5_SVS.fsm
1	59	59	3	200	0	0	0.010507	L*	addSuffixAfterLastStateToE	TeacherDFSM		DFSM_R5_SVS.fsm
1	61	61	3	208	0	0	0.009008	L*	addSuffixToE_binarySearch	TeacherDFSM		DFSM_R5_SVS.fsm
1	62	62	4	183	0	0	0.003502	DT		TeacherDFSM		DFSM_R5_SVS.fsm
1	123	123	3	514	0	0	0.014508	OP	AllGlobally	TeacherDFSM		DFSM_R5_SVS.fsm
1	83	83	3	282	0	0	0.010007	OP	OneGlobally	TeacherDFSM		DFSM_R5_SVS.fsm
1	69	69	3	229	0	0	0.007505	OP	OneLocally	TeacherDFSM		DFSM_R5_SVS.fsm
1	45	45	4	138	0	0	0.004003	TTT		TeacherDFSM		DFSM_R5_SVS.fsm
1	23	23	1	89	0	0	0.003503	Quotient		TeacherDFSM		DFSM_R5_SVS.fsm
1	47	47	1	249	0	0	0.007005	GoodSplit	maxDistLen:2+EQ	TeacherDFSM		DFSM_R5_SVS.fsm
1	17	34	1	112	0	0	0.012007	OTree	ExtraStates:1+EQ	TeacherDFSM		DFSM_R5_SVS.fsm
1	75	75	3	295	0	0	0.013510	L*	addAllPrefixesToS	TeacherRL		DFSM_R5_SVS.fsm
1	57	57	3	195	0	0	0.009006	L*	addAllSuffixesAfterLastStateToE	TeacherRL		DFSM_R5_SVS.fsm
1	55	55	3	187	0	0	0.009006	L*	addSuffix1by1ToE	TeacherRL		DFSM_R5_SVS.fsm
1	59	59	3	200	0	0	0.009006	L*	addSuffixAfterLastStateToE	TeacherRL		DFSM_R5_SVS.fsm
1	61	61	3	208	0	0	0.008507	L*	addSuffixToE_binarySearch	TeacherRL		DFSM_R5_SVS.fsm
1	62	62	4	183	0	0	0.003502	DT		TeacherRL		DFSM_R5_SVS.fsm
1	123	123	3	514	0	0	0.011508	OP	AllGlobally	TeacherRL		DFSM_R5_SVS.fsm
1	83	83	3	282	0	0	0.008006	OP	OneGlobally	TeacherRL		DFSM_R5_SVS.fsm
1	69	69	3	229	0	0	0.008506	OP	OneLocally	TeacherRL		DFSM_R5_SVS.fsm
1	45	45	4	138	0	0	0.004002	TTT		TeacherRL		DFSM_R5_SVS.fsm
1	23	67	1	89	0	0	0.002503	Quotient		TeacherRL		DFSM_R5_SVS.fsm
1	87	87	1	416	0	0	0.006505	GoodSplit	maxDistLen:2+EQ	TeacherRL		DFSM_R5_SVS.fsm
1	17	67	1	112	0	0	0.012007	OTree	ExtraStates:1+EQ	TeacherRL		DFSM_R5_SVS.fsm
1	101	75	3	89	101	308	0.040526	L*	addAllPrefixesToS	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	DFSM_R5_SVS.fsm
1	83	57	3	77	83	232	0.029520	L*	addAllSuffixesAfterLastStateToE	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	DFSM_R5_SVS.fsm
1	81	55	3	77	81	232	0.032022	L*	addSuffix1by1ToE	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	DFSM_R5_SVS.fsm
1	85	59	3	77	85	232	0.030519	L*	addSuffixAfterLastStateToE	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	DFSM_R5_SVS.fsm
1	89	63	3	77	89	232	0.029020	L*	addSuffixToE_binarySearch	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	DFSM_R5_SVS.fsm
1	92	62	4	77	92	177	0.025517	DT		TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	DFSM_R5_SVS.fsm
1	145	124	2	95	145	202	0.032022	OP	AllGlobally	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	DFSM_R5_SVS.fsm
1	108	82	3	77	108	228	0.030029	OP	OneGlobally	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	DFSM_R5_SVS.fsm
1	94	68	3	77	94	214	0.030020	OP	OneLocally	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	DFSM_R5_SVS.fsm
1	86	58	3	77	86	160	0.027518	TTT		TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	DFSM_R5_SVS.fsm
1	42	23	1	77	42	165	0.015510	Quotient		TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	DFSM_R5_SVS.fsm
1	66	47	1	103	66	257	0.024516	GoodSplit	maxDistLen:2+EQ	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	DFSM_R5_SVS.fsm
1	36	34	1	95	36	177	0.028519	OTree	ExtraStates:1+EQ	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	DFSM_R5_SVS.fsm
1	44	44	2	197	0	0	0.006004	L*	addAllPrefixesToS	TeacherDFSM		Mealy_R4_ADS.fsm
1	38	38	3	153	0	0	0.006004	L*	addAllSuffixesAfterLastStateToE	TeacherDFSM		Mealy_R4_ADS.fsm
1	36	36	3	143	0	0	0.005504	L*	addSuffix1by1ToE	TeacherDFSM		Mealy_R4_ADS.fsm
1	40	40	3	159	0	0	0.005503	L*	addSuffixAfterLastStateToE	TeacherDFSM		Mealy_R4_ADS.fsm
1	43	43	3	175	0	0	0.007506	L*	addSuffixToE_binarySearch	TeacherDFSM		Mealy_R4_ADS.fsm
1	42	42	4	139	0	0	0.003000	DT		TeacherDFSM		Mealy_R4_ADS.fsm
1	55	55	2	247	0	0	0.006004	OP	AllGlobally	TeacherDFSM		Mealy_R4_ADS.fsm
1	49	49	3	197	0	0	0.006005	OP	OneGlobally	TeacherDFSM		Mealy_R4_ADS.fsm
1	40	40	3	153	0	0	0.004503	OP	OneLocally	TeacherDFSM		Mealy_R4_ADS.fsm
1	29	29	4	106	0	0	0.004003	TTT		TeacherDFSM		Mealy_R4_ADS.fsm
1	23	23	3	88	0	0	0.006004	Quotient		TeacherDFSM		Mealy_R4_ADS.fsm
1	74	74	2	361	0	0	0.010506	GoodSplit	maxDistLen:2+EQ	TeacherDFSM		Mealy_R4_ADS.fsm
1	18	50	1	95	0	0	0.019012	OTree	ExtraStates:1+EQ	TeacherDFSM		Mealy_R4_ADS.fsm
1	44	44	2	197	0	0	0.024515	L*	addAllPrefixesToS	TeacherRL		Mealy_R4_ADS.fsm
1	38	38	3	153	0	0	0.022015	L*	addAllSuffixesAfterLastStateToE	TeacherRL		Mealy_R4_ADS.fsm
1	36	36	3	143	0	0	0.025016	L*	addSuffix1by1ToE	TeacherRL		Mealy_R4_ADS.fsm
1	40	40	3	159	0	0	0.025015	L*	addSuffixAfterLastStateToE	TeacherRL		Mealy_R4_ADS.fsm
1	43	43	3	175	0	0	0.026519	L*	addSuffixToE_binarySearch	TeacherRL		Mealy_R4_ADS.fsm
1	42	42	4	139	0	0	0.015010	DT		TeacherRL		Mealy_R4_ADS.fsm
1	55	55	2	247	0	0	0.021015	OP	AllGlobally	TeacherRL		Mealy_R4_ADS.fsm
1	49	49	3	197	0	0	0.018012	OP	OneGlobally	TeacherRL		Mealy_R4_ADS.fsm
1	40	40	3	153	0	0	0.015010	OP	OneLocally	TeacherRL		Mealy_R4_ADS.fsm
1	29	29	4	106	0	0	0.015010	TTT		TeacherRL		Mealy_R4_ADS.fsm
1	23	56	3	88	0	0	0.015009	Quotient		TeacherRL		Mealy_R4_ADS.fsm
1	73	73	2	352	0	0	0.021014	GoodSplit	maxDistLen:2+EQ	TeacherRL		Mealy_R4_ADS.fsm
1	18	50	1	95	0	0	0.020015	OTree	ExtraStates:1+EQ	TeacherRL		Mealy_R4_ADS.fsm
1	109	84	2	108	109	453	0.087056	L*	addAllPrefixesToS	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R4_ADS.fsm
1	71	46	2	72	71	184	0.022015	L*	addAllSuffixesAfterLastStateToE	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R4_ADS.fsm
1	66	36	3	69	66	180	0.023518	L*	addSuffix1by1ToE	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R4_ADS.fsm
1	72	42	3	69	72	180	0.025518	L*	addSuffixAfterLastStateToE	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R4_ADS.fsm
1	73	43	3	69	73	180	0.025022	L*	addSuffixToE_binarySearch	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R4_ADS.fsm
0	4	2	1	2	4	2	0.000501	DT		TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R4_ADS.fsm
1	116	91	2	150	116	314	0.035022	OP	AllGlobally	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R4_ADS.fsm
1	81	51	3	87	81	205	0.031022	OP	OneGlobally	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R4_ADS.fsm
1	72	42	3	74	72	174	0.026517	OP	OneLocally	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R4_ADS.fsm
0	4	2	1	2	4	2	0.000501	TTT		TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R4_ADS.fsm
1	54	24	3	69	54	162	0.023514	Quotient		TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R4_ADS.fsm
1	95	70	2	91	95	385	0.030020	GoodSplit	maxDistLen:2+EQ	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R4_ADS.fsm
1	38	50	1	71	38	150	0.033523	OTree	ExtraStates:1+EQ	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R4_ADS.fsm
1	39	39	2	142	0	0	0.006504	L*	addAllPrefixesToS	TeacherDFSM		Mealy_R4_HS.fsm
1	28	28	2	87	0	0	0.003502	L*	addAllSuffixesAfterLastStateToE	TeacherDFSM		Mealy_R4_HS.fsm
1	27	27	2	84	0	0	0.003503	L*	addSuffix1by1ToE	TeacherDFSM		Mealy_R4_HS.fsm
1	29	29	2	89	0	0	0.004503	L*	addSuffixAfterLastStateToE	TeacherDFSM		Mealy_R4_HS.fsm
1	29	29	2	89	0	0	0.004003	L*	addSuffixToE_binarySearch	TeacherDFSM		Mealy_R4_HS.fsm
1	37	37	4	103	0	0	0.003002	DT		TeacherDFSM		Mealy_R4_HS.fsm
1	46	46	2	168	0	0	0.005003	OP	AllGlobally	TeacherDFSM		Mealy_R4_HS.fsm
1	39	39	2	127	0	0	0.004503	OP	OneGlobally	TeacherDFSM		Mealy_R4_HS.fsm
1	41	41	3	134	0	0	0.005004	OP	OneLocally	TeacherDFSM		Mealy_R4_HS.fsm
1	27	27	4	79	0	0	0.004002	TTT		TeacherDFSM		Mealy_R4_HS.fsm
1	19	19	2	58	0	0	0.003502	Quotient		TeacherDFSM		Mealy_R4_HS.fsm
1	34	34	1	123	0	0	0.006004	GoodSplit	maxDistLen:2+EQ	TeacherDFSM		Mealy_R4_HS.fsm
1	23	48	1	106	0	0	0.019012	OTree	ExtraStates:1+EQ	TeacherDFSM		Mealy_R4_HS.fsm
1	39	39	2	142	0	0	0.006504	L*	addAllPrefixesToS	TeacherRL		Mealy_R4_HS.fsm
1	28	28	2	87	0	0	0.003503	L*	addAllSuffixesAfterLastStateToE	TeacherRL		Mealy_R4_HS.fsm
1	27	27	2	84	0	0	0.003503	L*	addSuffix1by1ToE	TeacherRL		Mealy_R4_HS.fsm
1	29	29	2	89	0	0	0.004003	L*	addSuffixAfterLastStateToE	TeacherRL		Mealy_R4_HS.fsm
1	29	29	2	89	0	0	0.003502	L*	addSuffixToE_binarySearch	TeacherRL		Mealy_R4_HS.fsm
1	37	37	4	103	0	0	0.002001	DT		TeacherRL		Mealy_R4_HS.fsm
1	46	46	2	168	0	0	0.006503	OP	AllGlobally	TeacherRL		Mealy_R4_HS.fsm
1	39	39	2	127	0	0	0.004503	OP	OneGlobally	TeacherRL		Mealy_R4_HS.fsm
1	41	41	3	134	0	0	0.005004	OP	OneLocally	TeacherRL		Mealy_R4_HS.fsm
1	27	27	4	79	0	0	0.003002	TTT		TeacherRL		Mealy_R4_HS.fsm
1	19	42	2	58	0	0	0.003002	Quotient		TeacherRL		Mealy_R4_HS.fsm
1	36	36	1	129	0	0	0.004503	GoodSplit	maxDistLen:2+EQ	TeacherRL		Mealy_R4_HS.fsm
1	23	48	1	106	0	0	0.020013	OTree	ExtraStates:1+EQ	TeacherRL		Mealy_R4_HS.fsm
1	76	51	2	74	76	259	0.079054	L*	addAllPrefixesToS	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R4_HS.fsm
1	53	28	2	59	53	159	0.020014	L*	addAllSuffixesAfterLastStateToE	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R4_HS.fsm
1	52	27	2	59	52	159	0.019511	L*	addSuffix1by1ToE	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R4_HS.fsm
1	54	29	2	59	54	159	0.021015	L*	addSuffixAfterLastStateToE	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R4_HS.fsm
1	54	29	2	59	54	159	0.020013	L*	addSuffixToE_binarySearch	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R4_HS.fsm
0	4	2	1	2	4	2	0.000000	DT		TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R4_HS.fsm
1	89	64	2	81	89	210	0.025025	OP	AllGlobally	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R4_HS.fsm
1	64	39	2	71	64	166	0.020514	OP	OneGlobally	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R4_HS.fsm
1	81	44	3	71	81	176	0.025517	OP	OneLocally	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R4_HS.fsm
0	4	2	1	2	4	2	0.000501	TTT		TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R4_HS.fsm
1	44	19	2	59	44	145	0.019012	Quotient		TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R4_HS.fsm
1	52	32	1	61	52	186	0.019012	GoodSplit	maxDistLen:2+EQ	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R4_HS.fsm
1	43	48	1	71	43	167	0.030520	OTree	ExtraStates:1+EQ	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R4_HS.fsm
1	39	39	2	154	0	0	0.006504	L*	addAllPrefixesToS	TeacherDFSM		Mealy_R4_PDS.fsm
1	28	28	2	88	0	0	0.005004	L*	addAllSuffixesAfterLastStateToE	TeacherDFSM		Mealy_R4_PDS.fsm
1	27	27	2	84	0	0	0.005505	L*	addSuffix1by1ToE	TeacherDFSM		Mealy_R4_PDS.fsm
1	29	29	2	90	0	0	0.004002	L*	addSuffixAfterLastStateToE	TeacherDFSM		Mealy_R4_PDS.fsm
1	30	30	2	94	0	0	0.004003	L*	addSuffixToE_binarySearch	TeacherDFSM		Mealy_R4_PDS.fsm
1	34	34	4	88	0	0	0.002001	DT		TeacherDFSM		Mealy_R4_PDS.fsm
1	56	56	2	218	0	0	0.005504	OP	AllGlobally	TeacherDFSM		Mealy_R4_PDS.fsm
1	40	40	2	127	0	0	0.004003	OP	OneGlobally	TeacherDFSM		Mealy_R4_PDS.fsm
1	35	35	2	108	0	0	0.003502	OP	OneLocally	TeacherDFSM		Mealy_R4_PDS.fsm
1	27	27	4	74	0	0	0.003002	TTT		TeacherDFSM		Mealy_R4_PDS.fsm
1	22	22	2	68	0	0	0.003002	Quotient		TeacherDFSM		Mealy_R4_PDS.fsm
1	34	34	1	132	0	0	0.006503	GoodSplit	maxDistLen:2+EQ	TeacherDFSM		Mealy_R4_PDS.fsm
1	17	38	1	75	0	0	0.014010	OTree	ExtraStates:1+EQ	TeacherDFSM		Mealy_R4_PDS.fsm
1	39	39	2	154	0	0	0.006504	L*	addAllPrefixesToS	TeacherRL		Mealy_R4_PDS.fsm
1	28	28	2	88	0	0	0.003502	L*	addAllSuffixesAfterLastStateToE	TeacherRL		Mealy_R4_PDS.fsm
1	27	27	2	84	0	0	0.004003	L*	addSuffix1by1ToE	TeacherRL		Mealy_R4_PDS.fsm
1	29	29	2	90	0	0	0.004003	L*	addSuffixAfterLastStateToE	TeacherRL		Mealy_R4_PDS.fsm
1	30	30	2	94	0	0	0.005004	L*	addSuffixToE_binarySearch	TeacherRL		Mealy_R4_PDS.fsm
1	34	34	4	88	0	0	0.002501	DT		TeacherRL		Mealy_R4_PDS.fsm
1	56	56	2	218	0	0	0.007005	OP	AllGlobally	TeacherRL		Mealy_R4_PDS.fsm
1	40	40	2	127	0	0	0.004503	OP	OneGlobally	TeacherRL		Mealy_R4_PDS.fsm
1	35	35	2	108	0	0	0.004003	OP	OneLocally	TeacherRL		Mealy_R4_PDS.fsm
1	27	27	4	74	0	0	0.003502	TTT		TeacherRL		Mealy_R4_PDS.fsm
1	22	45	2	68	0	0	0.003502	Quotient		TeacherRL		Mealy_R4_PDS.fsm
1	36	36	1	128	0	0	0.004002	GoodSplit	maxDistLen:2+EQ	TeacherRL		Mealy_R4_PDS.fsm
1	17	38	1	75	0	0	0.015510	OTree	ExtraStates:1+EQ	TeacherRL		Mealy_R4_PDS.fsm
1	63	39	2	58	63	190	0.053035	L*	addAllPrefixesToS	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R4_PDS.fsm
1	52	28	2	48	52	131	0.020013	L*	addAllSuffixesAfterLastStateToE	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R4_PDS.fsm
1	51	27	2	48	51	131	0.019512	L*	addSuffix1by1ToE	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R4_PDS.fsm
1	53	29	2	48	53	131	0.020513	L*	addSuffixAfterLastStateToE	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R4_PDS.fsm
1	54	30	2	48	54	131	0.024516	L*	addSuffixToE_binarySearch	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R4_PDS.fsm
0	4	2	1	2	4	2	0.000000	DT		TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R4_PDS.fsm
1	80	56	2	63	80	162	0.023516	OP	AllGlobally	TeacherBB:SPY_method(ExtraStates:2)	BlackBoxDFSM	Mealy_R4_PDS.fsm
