Correct/IndistMachines	FSMtype	States	Inputs	Outputs	ES	Resets	Symbols	seconds	AlgorithmType	Algorithm	AlgId	fileName
0	3	4	2	2	1	11	117	0.000000	TS	SPYH-method	2	Moore_R4_SCSet.fsm
0	3	4	2	2	2	27	333	0.000000	TS	H-method	0	Moore_R4_SCSet.fsm
0	3	4	2	2	2	20	284	0.000000	TS	SPY-method	1	Moore_R4_SCSet.fsm
0	3	4	2	2	2	23	331	0.000000	TS	SPYH-method	2	Moore_R4_SCSet.fsm
0	3	4	2	2	0	5	47	0.000000	TS	H-method	0	Moore_R4_SS.fsm
0	3	4	2	2	0	5	47	0.000000	TS	SPY-method	1	Moore_R4_SS.fsm
0	3	4	2	2	0	5	47	0.000000	TS	SPYH-method	2	Moore_R4_SS.fsm
0	3	4	2	2	1	10	110	0.000000	TS	H-method	0	Moore_R4_SS.fsm
0	3	4	2	2	1	8	98	0.000000	TS	SPY-method	1	Moore_R4_SS.fsm
0	3	4	2	2	1	8	98	0.001001	TS	SPYH-method	2	Moore_R4_SS.fsm
0	3	4	2	2	2	20	262	0.001001	TS	H-method	0	Moore_R4_SS.fsm
0	3	4	2	2	2	16	234	0.000000	TS	SPY-method	1	Moore_R4_SS.fsm
0	3	4	2	2	2	17	253	0.000000	TS	SPYH-method	2	Moore_R4_SS.fsm
0	3	5	2	2	0	8	68	0.000000	TS	H-method	0	Moore_R5_SVS.fsm
0	3	5	2	2	0	8	78	0.000000	TS	SPY-method	1	Moore_R5_SVS.fsm
0	3	5	2	2	0	6	52	0.000000	TS	SPYH-method	2	Moore_R5_SVS.fsm
0	3	5	2	2	1	16	164	0.000000	TS	H-method	0	Moore_R5_SVS.fsm
0	3	5	2	2	1	14	154	0.000000	TS	SPY-method	1	Moore_R5_SVS.fsm
0	3	5	2	2	1	11	123	0.001001	TS	SPYH-method	2	Moore_R5_SVS.fsm
0	3	5	2	2	2	34	432	0.000000	TS	H-method	0	Moore_R5_SVS.fsm
0	3	5	2	2	2	28	398	0.000000	TS	SPY-method	1	Moore_R5_SVS.fsm
0	3	5	2	2	2	22	312	0.001000	TS	SPYH-method	2	Moore_R5_SVS.fsm
