FSMtype	States	Inputs	Outputs	Reduced	StronglyConnected	AccessSmax	AccessSmean	AccessSmedian	AccessSvariance	SepSmax	SepSmean	SepSmedian	SepSvariance	noSVS	SVSmax	SVSmean	SVSmedian	SVSvariance	ADSmax	ADSmean	ADSmedian	ADSvariance
1	20	2	2	1	1	7	3.500000	4.500000	3.450000	3	1.131579	1.000000	0.124792	1	7	4.631579	5.000000	0.969529	-1	-1	-1	-1	DFSM_R20_Bpi7u.fsm
1	20	2	2	1	1	7	4.250000	6.500000	3.587500	3	1.152632	1.000000	0.150388	2	7	4.500000	2.500000	1.583333	-1	-1	-1	-1	DFSM_R20_BwaQZ.fsm
1	20	2	2	1	1	5	2.950000	1.500000	1.747500	2	1.157895	1.000000	0.132964	0	7	4.350000	5.500000	0.927500	-1	-1	-1	-1	DFSM_R20_c6sTG.fsm
1	20	2	2	1	1	7	3.750000	2.500000	3.287500	3	1.131579	1.000000	0.124792	3	5	4.235294	5.000000	0.650519	-1	-1	-1	-1	DFSM_R20_cwNe0.fsm
1	20	2	2	1	1	5	2.850000	3.000000	1.527500	2	1.157895	2.000000	0.132964	0	6	4.250000	4.500000	1.087500	8	5.050000	5.000000	2.147500	DFSM_R20_cYRAI.fsm
1	20	2	2	1	1	7	3.900000	2.500000	3.490000	2	1.110526	1.000000	0.098310	0	6	4.400000	5.000000	0.840000	-1	-1	-1	-1	DFSM_R20_deyPO.fsm
1	20	2	2	1	1	7	3.500000	6.500000	3.650000	2	1.126316	1.000000	0.110360	0	6	4.350000	5.000000	0.927500	-1	-1	-1	-1	DFSM_R20_Dj9lC.fsm
1	20	2	2	1	1	11	5.450000	7.500000	10.647500	2	1.105263	1.000000	0.094183	1	5	4.421053	5.000000	0.559557	-1	-1	-1	-1	DFSM_R20_drgqy.fsm
1	20	2	2	1	1	6	3.400000	2.500000	2.640000	3	1.126316	1.000000	0.120886	0	5	4.450000	4.000000	0.447500	7	4.850000	5.000000	0.927500	DFSM_R20_E7gV1.fsm
1	20	2	2	1	1	5	3.050000	3.500000	2.047500	3	1.110526	2.500000	0.108837	0	5	4.250000	5.000000	0.687500	6	4.850000	5.000000	0.927500	DFSM_R20_EGP27.fsm
1	20	2	2	1	1	5	2.900000	3.500000	1.690000	3	1.147368	2.000000	0.136177	0	8	4.750000	6.000000	1.787500	-1	-1	-1	-1	DFSM_R20_EZV18.fsm
1	20	2	2	1	1	5	2.900000	5.000000	1.690000	2	1.094737	1.000000	0.085762	0	6	4.250000	5.000000	0.687500	6	4.750000	4.500000	0.787500	DFSM_R20_fCM1Q.fsm
1	20	2	2	1	1	6	3.500000	4.500000	2.650000	3	1.105263	1.000000	0.104709	0	5	4.300000	5.000000	0.510000	6	4.600000	5.000000	0.540000	DFSM_R20_FkuN9.fsm
1	20	2	2	1	1	6	3.200000	2.500000	2.260000	3	1.105263	1.000000	0.104709	0	6	4.400000	3.000000	0.940000	7	5.050000	4.000000	1.647500	DFSM_R20_fmiEN.fsm
1	20	2	2	1	1	6	3.400000	3.000000	2.740000	3	1.115789	2.000000	0.112909	0	7	4.550000	6.000000	0.747500	-1	-1	-1	-1	DFSM_R20_FnKYZ.fsm
1	20	2	2	1	1	7	4.050000	7.000000	4.947500	3	1.163158	1.000000	0.147064	0	6	4.450000	5.000000	1.247500	8	5.100000	5.000000	2.690000	DFSM_R20_FZZHZ.fsm
1	20	2	2	1	1	7	3.450000	1.500000	3.347500	3	1.115789	2.000000	0.112909	0	7	4.550000	5.000000	1.147500	7	5.250000	6.000000	1.487500	DFSM_R20_gAp4X.fsm
1	20	2	2	1	1	6	3.200000	5.500000	2.660000	2	1.147368	1.000000	0.125651	0	6	4.400000	5.000000	0.640000	-1	-1	-1	-1	DFSM_R20_gKBIB.fsm
1	20	2	2	1	1	5	3.050000	3.500000	1.847500	2	1.110526	1.000000	0.098310	0	6	4.100000	4.000000	0.690000	7	4.850000	5.000000	1.127500	DFSM_R20_GWgAP.fsm
1	20	2	2	1	1	11	5.500000	9.500000	8.650000	2	1.115789	1.000000	0.102382	0	7	4.400000	5.000000	1.040000	-1	-1	-1	-1	DFSM_R20_H0tAc.fsm
1	20	2	2	1	1	5	3.150000	4.000000	1.927500	2	1.105263	1.000000	0.094183	0	5	4.200000	4.500000	0.560000	-1	-1	-1	-1	DFSM_R20_h8Ix3.fsm
1	20	2	2	1	1	6	3.400000	4.500000	2.540000	2	1.115789	1.000000	0.102382	0	5	4.350000	5.000000	0.327500	5	4.400000	4.000000	0.240000	DFSM_R20_hHWVm.fsm
1	20	2	2	1	1	6	3.050000	2.500000	2.247500	2	1.105263	1.000000	0.094183	0	5	4.350000	5.000000	0.627500	-1	-1	-1	-1	DFSM_R20_hkh7a.fsm
1	20	2	2	1	1	6	3.150000	2.500000	2.227500	2	1.115789	1.000000	0.102382	1	6	4.263158	6.000000	0.720222	-1	-1	-1	-1	DFSM_R20_HYiGo.fsm
1	20	2	2	1	1	9	4.100000	8.000000	6.290000	3	1.115789	1.000000	0.112909	1	6	4.210526	6.000000	0.692521	-1	-1	-1	-1	DFSM_R20_je9lA.fsm
1	20	2	2	1	1	6	3.200000	3.000000	2.560000	2	1.115789	1.000000	0.102382	0	7	4.550000	4.000000	0.747500	7	4.900000	5.000000	0.990000	DFSM_R20_jzWZ7.fsm
1	20	2	2	1	1	8	4.250000	5.500000	4.187500	2	1.147368	1.000000	0.125651	0	5	4.250000	3.000000	0.787500	6	4.650000	4.000000	0.627500	DFSM_R20_k8mtF.fsm
1	20	2	2	1	1	7	3.800000	6.000000	3.860000	2	1.105263	1.000000	0.094183	1	5	4.210526	5.000000	0.481994	-1	-1	-1	-1	DFSM_R20_koTPa.fsm
1	20	2	2	1	1	6	3.450000	3.500000	2.547500	2	1.110526	1.000000	0.098310	0	6	4.400000	5.000000	0.840000	6	4.800000	6.000000	0.960000	DFSM_R20_krleg.fsm
1	20	2	2	1	1	6	3.350000	5.500000	2.627500	3	1.152632	1.000000	0.139861	2	7	4.277778	4.000000	1.200617	-1	-1	-1	-1	DFSM_R20_kSsOE.fsm
1	20	2	2	1	1	7	3.500000	5.500000	3.250000	3	1.157895	2.000000	0.164543	1	5	4.421053	5.000000	0.875346	-1	-1	-1	-1	DFSM_R20_kTJXk.fsm
1	20	2	2	1	1	8	4.450000	7.500000	4.847500	3	1.163158	1.000000	0.157590	2	6	4.333333	5.000000	0.888889	-1	-1	-1	-1	DFSM_R20_l6sXo.fsm
1	20	2	2	1	1	6	3.200000	2.500000	2.260000	3	1.136842	1.000000	0.128643	0	6	4.600000	5.000000	0.740000	-1	-1	-1	-1	DFSM_R20_li0Jx.fsm
1	20	2	2	1	1	7	3.250000	3.500000	2.687500	3	1.163158	1.000000	0.147064	1	6	4.263158	4.000000	0.825485	-1	-1	-1	-1	DFSM_R20_LPTUu.fsm
1	20	2	2	1	1	7	4.000000	4.500000	3.700000	2	1.131579	1.000000	0.114266	0	7	4.500000	5.000000	0.750000	9	5.200000	3.000000	3.060000	DFSM_R20_MBddw.fsm
1	20	2	2	1	1	8	3.950000	3.500000	5.347500	3	1.131579	1.000000	0.124792	0	5	4.350000	4.500000	0.627500	7	4.800000	5.000000	0.860000	DFSM_R20_MZcYl.fsm
1	20	2	2	1	1	6	3.300000	2.500000	2.610000	3	1.189474	2.500000	0.195679	3	7	4.470588	6.000000	1.660900	-1	-1	-1	-1	DFSM_R20_nGzIc.fsm
1	20	2	2	1	1	6	3.150000	2.500000	2.527500	3	1.131579	1.000000	0.124792	0	5	4.450000	5.000000	0.647500	-1	-1	-1	-1	DFSM_R20_NKut2.fsm
1	20	2	2	1	1	7	3.700000	3.500000	3.210000	2	1.136842	1.000000	0.118116	0	5	4.250000	5.000000	0.587500	7	4.950000	4.000000	1.647500	DFSM_R20_NLaiv.fsm
1	20	2	2	1	1	5	2.900000	2.500000	1.690000	2	1.115789	2.000000	0.102382	0	6	4.100000	5.000000	0.690000	6	4.600000	5.000000	0.740000	DFSM_R20_NO4fe.fsm
1	20	2	2	1	1	5	3.000000	3.500000	1.900000	2	1.105263	1.000000	0.094183	0	6	4.300000	5.500000	0.810000	6	4.650000	5.000000	0.827500	DFSM_R20_NqjPq.fsm
1	20	2	2	1	1	5	3.150000	4.500000	2.227500	2	1.163158	1.000000	0.136537	0	5	4.350000	3.500000	0.527500	-1	-1	-1	-1	DFSM_R20_NsEx3.fsm
1	20	2	2	1	1	6	3.100000	3.500000	2.290000	2	1.105263	1.000000	0.094183	0	6	4.350000	4.500000	0.627500	-1	-1	-1	-1	DFSM_R20_O2kQs.fsm
1	20	2	2	1	1	6	3.250000	3.500000	2.687500	2	1.094737	1.000000	0.085762	2	7	4.444444	5.500000	1.024691	-1	-1	-1	-1	DFSM_R20_o5Iim.fsm
1	20	2	2	1	1	5	3.200000	2.500000	2.260000	2	1.110526	1.000000	0.098310	3	6	4.176471	5.000000	0.733564	-1	-1	-1	-1	DFSM_R20_oa2fZ.fsm
1	20	2	2	1	1	6	3.550000	4.500000	2.547500	3	1.126316	1.000000	0.120886	1	7	4.368421	5.000000	1.180055	-1	-1	-1	-1	DFSM_R20_odQCz.fsm
1	20	2	2	1	1	8	3.650000	4.500000	4.127500	2	1.105263	1.000000	0.094183	1	6	4.315789	5.000000	0.637119	-1	-1	-1	-1	DFSM_R20_OHSSK.fsm
1	20	2	2	1	1	8	3.700000	6.500000	4.510000	2	1.105263	1.000000	0.094183	0	5	4.200000	5.000000	0.560000	6	4.650000	4.000000	0.927500	DFSM_R20_p13VN.fsm
1	20	2	2	1	1	5	2.850000	3.500000	1.627500	2	1.131579	1.000000	0.114266	2	6	4.277778	5.000000	0.756173	-1	-1	-1	-1	DFSM_R20_p2Kx8.fsm
1	20	2	2	1	1	6	3.500000	3.500000	2.950000	2	1.084211	1.000000	0.077119	0	5	4.400000	4.500000	0.240000	-1	-1	-1	-1	DFSM_R20_pdQqi.fsm
1	20	2	2	1	1	9	4.300000	4.500000	6.910000	3	1.152632	1.000000	0.139861	3	5	4.058824	5.000000	0.643599	-1	-1	-1	-1	DFSM_R20_pF9xN.fsm
1	20	2	2	1	1	6	3.400000	3.500000	2.740000	3	1.147368	1.000000	0.146704	0	7	4.450000	5.500000	1.347500	-1	-1	-1	-1	DFSM_R20_pVHWM.fsm
1	20	2	2	1	1	8	3.700000	5.000000	4.010000	3	1.094737	1.000000	0.096288	2	5	4.500000	5.000000	0.250000	-1	-1	-1	-1	DFSM_R20_Q2IJG.fsm
1	20	2	2	1	1	6	3.650000	4.500000	2.927500	2	1.126316	2.000000	0.110360	0	6	4.600000	5.500000	0.740000	6	4.650000	5.000000	0.627500	DFSM_R20_qPYXU.fsm
1	20	2	2	1	1	6	3.250000	4.500000	2.287500	2	1.121053	1.000000	0.106399	0	5	4.150000	4.500000	0.627500	-1	-1	-1	-1	DFSM_R20_QX7oI.fsm
1	20	2	2	1	1	6	3.650000	4.500000	2.327500	2	1.094737	1.000000	0.085762	0	5	4.250000	4.500000	0.587500	-1	-1	-1	-1	DFSM_R20_RHJPe.fsm
1	20	2	2	1	1	6	3.500000	5.500000	2.850000	3	1.215789	1.000000	0.190277	1	8	4.578947	5.000000	1.822715	-1	-1	-1	-1	DFSM_R20_s9dSS.fsm
1	20	2	2	1	1	7	3.850000	2.500000	3.327500	3	1.131579	2.000000	0.135319	0	6	4.400000	4.500000	1.040000	6	4.750000	5.000000	0.887500	DFSM_R20_S9nEw.fsm
1	20	2	2	1	1	6	3.350000	3.500000	3.027500	3	1.131579	1.000000	0.124792	1	7	4.368421	7.000000	0.969529	-1	-1	-1	-1	DFSM_R20_sJoMh.fsm
1	20	2	2	1	1	6	3.250000	4.000000	2.387500	2	1.089474	1.000000	0.081468	1	6	4.473684	5.000000	0.459834	-1	-1	-1	-1	DFSM_R20_sL7pj.fsm
1	20	2	2	1	1	7	3.950000	2.500000	3.047500	2	1.094737	1.000000	0.085762	0	7	4.450000	5.000000	0.747500	-1	-1	-1	-1	DFSM_R20_tzhgh.fsm
1	20	2	2	1	1	7	3.400000	4.000000	3.140000	2	1.105263	2.000000	0.094183	1	5	4.210526	4.000000	0.481994	-1	-1	-1	-1	DFSM_R20_U0ek8.fsm
1	20	2	2	1	1	12	6.650000	9.500000	11.027500	2	1.115789	1.000000	0.102382	1	5	4.157895	5.000000	0.343490	-1	-1	-1	-1	DFSM_R20_u6JI5.fsm
1	20	2	2	1	1	6	3.200000	2.500000	2.260000	3	1.142105	1.000000	0.142964	1	6	4.210526	5.000000	0.903047	-1	-1	-1	-1	DFSM_R20_uF6us.fsm
1	20	2	2	1	1	7	3.300000	2.500000	2.810000	2	1.100000	1.000000	0.090000	0	5	4.200000	5.000000	0.460000	6	4.600000	4.500000	0.640000	DFSM_R20_uMZxN.fsm
1	20	2	2	1	1	6	3.350000	4.500000	2.527500	3	1.115789	2.000000	0.112909	0	6	4.250000	5.000000	0.787500	11	5.850000	5.000000	5.427500	DFSM_R20_VHBpZ.fsm
1	20	2	2	1	1	6	3.450000	3.500000	2.747500	3	1.136842	1.000000	0.139169	1	6	4.368421	5.000000	0.759003	-1	-1	-1	-1	DFSM_R20_VHjFD.fsm
1	20	2	2	1	1	7	3.950000	5.000000	2.947500	3	1.126316	1.000000	0.120886	0	5	4.350000	5.000000	0.627500	7	4.700000	5.000000	1.210000	DFSM_R20_VK7hd.fsm
1	20	2	2	1	1	5	2.950000	3.500000	1.847500	3	1.184211	2.000000	0.160803	1	6	4.368421	3.000000	0.969529	-1	-1	-1	-1	DFSM_R20_VugHi.fsm
1	20	2	2	1	1	7	3.150000	3.500000	2.827500	3	1.178947	2.500000	0.167978	0	7	4.450000	5.000000	1.247500	6	4.650000	5.000000	0.927500	DFSM_R20_w25QE.fsm
1	20	2	2	1	1	5	2.850000	3.000000	1.627500	2	1.089474	1.000000	0.081468	0	5	4.350000	5.000000	0.427500	6	4.550000	4.000000	0.447500	DFSM_R20_Wduth.fsm
1	20	2	2	1	1	7	3.400000	3.500000	3.340000	3	1.147368	1.000000	0.136177	0	5	4.200000	5.000000	0.460000	7	4.750000	4.500000	0.787500	DFSM_R20_WdvQV.fsm
1	20	2	2	1	1	5	3.150000	4.000000	2.027500	3	1.105263	1.000000	0.104709	1	7	4.473684	5.000000	0.880886	-1	-1	-1	-1	DFSM_R20_wmB1L.fsm
1	20	2	2	1	1	6	3.850000	3.500000	2.827500	2	1.100000	1.000000	0.090000	0	5	4.450000	5.000000	0.547500	6	4.900000	6.000000	0.990000	DFSM_R20_WvP0I.fsm
1	20	2	2	1	1	6	3.300000	2.500000	2.410000	2	1.200000	1.000000	0.160000	0	7	4.750000	5.000000	0.687500	-1	-1	-1	-1	DFSM_R20_xz4bc.fsm
1	20	2	2	1	1	6	3.350000	1.500000	2.527500	2	1.147368	2.000000	0.125651	0	6	4.450000	5.000000	1.047500	6	4.900000	5.000000	0.890000	DFSM_R20_Y25a6.fsm
1	20	2	2	1	1	6	3.400000	4.500000	2.740000	2	1.105263	2.000000	0.094183	1	5	4.210526	5.000000	0.481994	-1	-1	-1	-1	DFSM_R20_YjUuz.fsm
1	20	2	2	1	1	6	3.300000	2.500000	2.610000	3	1.178947	1.000000	0.157452	1	6	4.157895	6.000000	1.080332	-1	-1	-1	-1	DFSM_R20_z44NC.fsm
1	20	2	2	1	1	5	3.100000	4.500000	2.090000	2	1.121053	2.000000	0.106399	0	6	4.450000	4.500000	0.647500	-1	-1	-1	-1	DFSM_R20_zQFGm.fsm
1	20	2	2	1	1	5	2.950000	2.500000	1.747500	2	1.136842	1.000000	0.118116	2	7	4.333333	5.000000	1.111111	-1	-1	-1	-1	DFSM_R20_zv6N7.fsm
1	30	2	2	1	1	11	4.566667	4.500000	7.778889	3	1.133333	1.000000	0.129349	1	7	4.965517	7.000000	0.998811	-1	-1	-1	-1	DFSM_R30.fsm
1	30	2	2	1	1	8	4.133333	4.500000	4.182222	3	1.156322	3.000000	0.159472	1	8	5.206897	6.000000	1.612366	-1	-1	-1	-1	DFSM_R30_00C4J.fsm
1	30	2	2	1	1	8	4.133333	2.500000	3.982222	3	1.147126	1.000000	0.130078	0	7	4.966667	6.000000	0.832222	7	5.433333	5.000000	0.912222	DFSM_R30_0JVZd.fsm
1	30	2	2	1	1	6	3.566667	3.500000	2.045556	3	1.128736	2.000000	0.116760	1	6	4.724138	5.000000	0.475624	-1	-1	-1	-1	DFSM_R30_2FUdT.fsm
1	30	2	2	1	1	7	3.533333	3.500000	2.448889	2	1.117241	1.000000	0.103496	0	7	4.866667	4.000000	0.782222	-1	-1	-1	-1	DFSM_R30_2Ygn0.fsm
1	30	2	2	1	1	7	3.766667	4.500000	2.712222	3	1.144828	2.000000	0.142243	2	9	5.000000	5.500000	1.214286	-1	-1	-1	-1	DFSM_R30_3rlQh.fsm
1	30	2	2	1	1	8	4.300000	4.500000	4.076667	2	1.121839	2.000000	0.106994	0	6	4.633333	5.000000	0.632222	-1	-1	-1	-1	DFSM_R30_46AgQ.fsm
1	30	2	2	1	1	12	5.733333	3.500000	7.795556	3	1.133333	2.000000	0.120153	2	7	4.678571	6.000000	0.789541	-1	-1	-1	-1	DFSM_R30_47Bzq.fsm
1	30	2	2	1	1	8	4.166667	2.000000	4.338889	3	1.137931	2.000000	0.123504	0	7	5.033333	7.000000	1.232222	-1	-1	-1	-1	DFSM_R30_5g5iq.fsm
1	30	2	2	1	1	9	4.366667	6.500000	4.565556	3	1.108046	1.000000	0.100970	0	7	4.933333	5.500000	0.595556	7	5.300000	5.000000	0.810000	DFSM_R30_5TOQI.fsm
1	30	2	2	1	1	8	3.966667	4.000000	4.098889	3	1.117241	1.000000	0.112691	2	6	5.000000	4.500000	0.428571	-1	-1	-1	-1	DFSM_R30_9lEfH.fsm
1	30	2	2	1	1	6	3.533333	1.500000	2.315556	2	1.101149	1.000000	0.090918	0	6	4.766667	5.500000	0.445556	9	5.500000	5.000000	1.850000	DFSM_R30_9N4Vu.fsm
1	30	2	2	1	1	7	4.300000	4.500000	2.543333	3	1.119540	1.000000	0.119043	1	7	5.103448	7.000000	1.127229	-1	-1	-1	-1	DFSM_R30_AbeBl.fsm
1	30	2	2	1	1	7	3.766667	2.500000	2.645556	3	1.165517	2.000000	0.147317	3	7	4.703704	5.000000	0.875171	-1	-1	-1	-1	DFSM_R30_AEd7J.fsm
1	30	2	2	1	1	8	4.133333	4.500000	3.915556	3	1.147126	1.000000	0.134676	2	7	5.071429	7.000000	1.280612	-1	-1	-1	-1	DFSM_R30_AfFzE.fsm
1	30	2	2	1	1	7	3.633333	3.500000	2.498889	3	1.133333	2.000000	0.120153	0	7	4.866667	5.000000	0.848889	9	5.633333	5.500000	2.165556	DFSM_R30_al3Al.fsm
1	30	2	2	1	1	8	4.900000	7.500000	3.890000	2	1.114943	1.000000	0.101731	1	7	4.827586	6.000000	0.487515	-1	-1	-1	-1	DFSM_R30_asd40.fsm
1	30	2	2	1	1	7	3.733333	3.000000	2.728889	2	1.112644	1.000000	0.099955	1	6	4.689655	4.000000	0.489893	-1	-1	-1	-1	DFSM_R30_aU7ew.fsm
1	30	2	2	1	1	7	3.600000	3.500000	2.706667	3	1.135632	1.000000	0.121834	0	6	4.733333	4.500000	0.462222	-1	-1	-1	-1	DFSM_R30_Av8e0.fsm
1	30	2	2	1	1	8	3.866667	5.500000	3.382222	3	1.131034	2.000000	0.118462	1	7	4.655172	5.000000	0.777646	-1	-1	-1	-1	DFSM_R30_awip9.fsm
1	30	2	2	1	1	6	3.566667	5.500000	2.045556	3	1.124138	1.000000	0.117923	0	7	4.900000	4.000000	0.756667	-1	-1	-1	-1	DFSM_R30_awiZy.fsm
1	30	2	2	1	1	7	3.800000	2.500000	3.160000	3	1.105747	1.000000	0.099162	1	7	4.862069	5.000000	0.463734	-1	-1	-1	-1	DFSM_R30_aXnVM.fsm
1	30	2	2	1	1	8	4.266667	4.000000	4.128889	3	1.151724	2.000000	0.142497	4	7	4.846154	6.000000	1.130178	-1	-1	-1	-1	DFSM_R30_b3rQp.fsm
1	30	2	2	1	1	7	3.900000	5.500000	3.156667	2	1.101149	1.000000	0.090918	0	6	4.733333	5.000000	0.328889	7	5.233333	5.000000	0.778889	DFSM_R30_bjQYc.fsm
1	30	2	2	1	1	7	3.666667	3.500000	2.888889	3	1.119540	2.000000	0.114446	1	7	4.965517	6.000000	1.067776	-1	-1	-1	-1	DFSM_R30_bntPW.fsm
1	30	2	2	1	1	7	3.700000	6.500000	2.676667	3	1.149425	1.000000	0.136293	1	9	4.862069	7.000000	1.774078	-1	-1	-1	-1	DFSM_R30_C3Csd.fsm
1	30	2	2	1	1	6	3.833333	5.500000	2.605556	3	1.126437	2.000000	0.119646	1	8	4.862069	7.000000	1.084423	-1	-1	-1	-1	DFSM_R30_c8fkm.fsm
1	30	2	2	1	1	6	3.766667	2.500000	2.445556	2	1.103448	1.000000	0.092747	0	6	4.666667	5.500000	0.355556	-1	-1	-1	-1	DFSM_R30_D4fM1.fsm
1	30	2	2	1	1	6	3.600000	4.500000	2.373333	2	1.103448	2.000000	0.092747	1	6	4.862069	5.000000	0.463734	-1	-1	-1	-1	DFSM_R30_D6Pyd.fsm
1	30	2	2	1	1	7	3.633333	4.500000	2.498889	3	1.117241	1.000000	0.108094	0	6	4.766667	5.000000	0.245556	8	5.600000	6.000000	1.440000	DFSM_R30_daW7N.fsm
1	30	2	2	1	1	7	3.766667	5.500000	2.978889	3	1.114943	2.000000	0.106328	1	7	4.758621	7.000000	0.665874	-1	-1	-1	-1	DFSM_R30_dB7NN.fsm
1	30	2	2	1	1	7	4.000000	1.500000	3.400000	3	1.117241	1.000000	0.108094	0	7	4.600000	7.000000	0.773333	-1	-1	-1	-1	DFSM_R30_dLd2Y.fsm
1	30	2	2	1	1	8	4.400000	5.500000	3.040000	3	1.103448	1.000000	0.101942	0	6	4.833333	6.000000	0.605556	-1	-1	-1	-1	DFSM_R30_E5Y2I.fsm
1	30	2	2	1	1	7	3.533333	5.500000	2.448889	3	1.110345	1.000000	0.102767	1	7	4.724138	5.000000	0.475624	-1	-1	-1	-1	DFSM_R30_E8MWJ.fsm
1	30	2	2	1	1	9	4.900000	4.500000	5.956667	3	1.172414	1.000000	0.156480	1	7	4.965517	7.000000	1.136742	-1	-1	-1	-1	DFSM_R30_ExdY9.fsm
1	30	2	2	1	1	6	3.533333	4.000000	2.382222	3	1.117241	1.000000	0.108094	1	7	4.793103	5.000000	1.060642	-1	-1	-1	-1	DFSM_R30_F1FNo.fsm
1	30	2	2	1	1	6	3.933333	5.000000	2.262222	3	1.165517	1.000000	0.161110	2	7	5.035714	7.000000	1.534439	-1	-1	-1	-1	DFSM_R30_fq6VD.fsm
1	30	2	2	1	1	7	3.666667	1.500000	2.622222	3	1.119540	2.000000	0.114446	2	7	4.785714	7.000000	1.096939	-1	-1	-1	-1	DFSM_R30_g0Bl2.fsm
1	30	2	2	1	1	7	3.633333	3.500000	2.498889	3	1.119540	2.000000	0.109848	0	7	4.733333	5.500000	0.728889	-1	-1	-1	-1	DFSM_R30_H8hnS.fsm
1	30	2	2	1	1	7	3.966667	3.500000	3.032222	2	1.119540	1.000000	0.105250	1	7	4.827586	6.000000	0.832342	-1	-1	-1	-1	DFSM_R30_HBt4i.fsm
1	30	2	2	1	1	8	4.300000	2.000000	3.743333	4	1.135632	1.000000	0.135627	2	7	4.678571	5.000000	0.860969	-1	-1	-1	-1	DFSM_R30_hPTgZ.fsm
1	30	2	2	1	1	7	4.033333	3.500000	3.565556	2	1.124138	2.000000	0.108728	0	6	4.633333	5.000000	0.498889	-1	-1	-1	-1	DFSM_R30_HymkT.fsm
1	30	2	2	1	1	8	4.033333	5.500000	3.632222	2	1.131034	1.000000	0.113864	1	7	5.000000	6.000000	0.896552	-1	-1	-1	-1	DFSM_R30_iqJ9C.fsm
1	30	2	2	1	1	7	3.900000	2.500000	2.890000	2	1.114943	1.000000	0.101731	0	7	4.866667	4.000000	0.515556	-1	-1	-1	-1	DFSM_R30_IwQCL.fsm
1	30	2	2	1	1	6	3.500000	5.500000	2.116667	3	1.170115	2.000000	0.154969	3	7	5.000000	4.000000	0.888889	-1	-1	-1	-1	DFSM_R30_IxcpX.fsm
1	30	2	2	1	1	6	3.666667	3.500000	2.488889	3	1.105747	1.000000	0.099162	1	7	4.931034	5.000000	0.960761	-1	-1	-1	-1	DFSM_R30_jMYkq.fsm
1	30	2	2	1	1	7	3.833333	5.500000	2.872222	3	1.133333	1.000000	0.129349	3	8	4.629630	4.000000	0.899863	-1	-1	-1	-1	DFSM_R30_KWyd4.fsm
1	30	2	2	1	1	7	3.633333	3.500000	2.832222	3	1.126437	1.000000	0.115048	0	7	4.633333	6.500000	0.698889	7	5.200000	7.000000	0.893333	DFSM_R30_L4rCf.fsm
1	30	2	2	1	1	10	4.933333	4.500000	5.995556	3	1.131034	1.000000	0.132255	0	7	5.066667	5.500000	0.728889	9	5.933333	6.000000	2.328889	DFSM_R30_lALBb.fsm
1	30	2	2	1	1	9	4.800000	6.500000	4.960000	3	1.121839	2.000000	0.111592	1	7	4.758621	6.000000	1.148633	-1	-1	-1	-1	DFSM_R30_LJvc3.fsm
1	30	2	2	1	1	8	4.033333	6.500000	3.165556	3	1.133333	1.000000	0.129349	1	6	4.620690	5.000000	0.511296	-1	-1	-1	-1	DFSM_R30_M9j15.fsm
1	30	2	2	1	1	6	3.866667	4.500000	2.582222	3	1.165517	2.000000	0.142719	1	7	5.034483	5.000000	1.343639	-1	-1	-1	-1	DFSM_R30_MHYzx.fsm
1	30	2	2	1	1	7	3.733333	2.500000	2.928889	2	1.110345	1.000000	0.098169	0	7	4.733333	5.000000	0.462222	7	5.200000	5.000000	0.760000	DFSM_R30_MyxDw.fsm
1	30	2	2	1	1	10	4.933333	7.500000	6.728889	2	1.140230	1.000000	0.120565	1	7	4.655172	4.000000	0.984542	-1	-1	-1	-1	DFSM_R30_nJ98Q.fsm
1	30	2	2	1	1	7	3.866667	4.500000	2.648889	2	1.112644	2.000000	0.099955	2	7	4.750000	6.000000	0.758929	-1	-1	-1	-1	DFSM_R30_oLMbJ.fsm
1	30	2	2	1	1	7	4.133333	6.000000	2.982222	2	1.126437	2.000000	0.110451	1	6	4.896552	5.000000	0.575505	-1	-1	-1	-1	DFSM_R30_pBdbb.fsm
1	30	2	2	1	1	7	3.666667	2.000000	2.755556	3	1.119540	1.000000	0.109848	0	7	4.866667	6.000000	0.982222	-1	-1	-1	-1	DFSM_R30_pC09Y.fsm
1	30	2	2	1	1	6	3.800000	4.500000	2.693333	2	1.133333	2.000000	0.115556	1	7	5.000000	5.000000	1.034483	-1	-1	-1	-1	DFSM_R30_PgCUd.fsm
1	30	2	2	1	1	9	4.800000	4.500000	5.293333	3	1.151724	1.000000	0.137899	0	7	4.733333	5.500000	0.795556	7	5.366667	6.000000	1.232222	DFSM_R30_pMZZb.fsm
1	30	2	2	1	1	6	3.533333	3.500000	2.248889	4	1.144828	1.000000	0.151439	2	7	4.750000	7.000000	1.044643	-1	-1	-1	-1	DFSM_R30_qJVGM.fsm
1	30	2	2	1	1	8	4.700000	6.500000	4.010000	3	1.154023	2.000000	0.139495	1	6	4.793103	4.000000	0.439952	-1	-1	-1	-1	DFSM_R30_qMK18.fsm
1	30	2	2	1	1	10	4.933333	6.500000	5.128889	3	1.105747	2.000000	0.099162	0	6	4.733333	5.000000	0.528889	-1	-1	-1	-1	DFSM_R30_qN0Cj.fsm
1	30	2	2	1	1	6	3.566667	2.500000	2.245556	2	1.110345	1.000000	0.098169	0	7	4.833333	4.000000	0.538889	7	5.200000	5.000000	0.826667	DFSM_R30_r5Ic9.fsm
