FSMtype	States	Inputs	Outputs	Reduced	StronglyConnected	AccessSmax	AccessSmean	AccessSmedian	AccessSvariance	SepSmax	SepSmean	SepSmedian	SepSvariance	noSVS	SVSmax	SVSmean	SVSmedian	SVSvariance	ADSmax	ADSmean	ADSmedian	ADSvariance
2	40	2	2	1	1	8	4.425000	4.000000	3.594375	4	1.289744	2.000000	0.241690	5	5	4.200000	4.000000	0.331429	-1	-1	-1	-1	Mealy_R40_87pgc.fsm
2	40	2	2	1	1	7	3.900000	5.000000	2.390000	3	1.289744	2.000000	0.239126	1	5	4.179487	5.000000	0.557528	-1	-1	-1	-1	Mealy_R40_98yfM.fsm
2	40	2	2	1	1	8	4.500000	6.500000	3.550000	3	1.250000	1.000000	0.213141	3	5	4.270270	4.000000	0.251278	-1	-1	-1	-1	Mealy_R40_9C1nc.fsm
2	40	2	2	1	1	7	3.875000	2.500000	2.259375	3	1.270513	1.000000	0.225541	4	5	4.305556	4.000000	0.267747	-1	-1	-1	-1	Mealy_R40_AifU1.fsm
2	40	2	2	1	1	7	4.250000	6.000000	2.837500	3	1.264103	1.000000	0.222558	4	6	4.333333	4.000000	0.333333	-1	-1	-1	-1	Mealy_R40_aXqaj.fsm
2	40	2	2	1	1	7	4.075000	5.500000	2.669375	3	1.258974	1.000000	0.230368	4	6	4.277778	4.500000	0.422840	-1	-1	-1	-1	Mealy_R40_BGu92.fsm
2	40	2	2	1	1	8	4.500000	4.500000	3.450000	3	1.255128	1.000000	0.231063	4	6	4.194444	4.500000	0.434414	-1	-1	-1	-1	Mealy_R40_bOGnt.fsm
2	40	2	2	1	1	7	4.025000	4.500000	2.574375	3	1.262821	1.000000	0.232207	5	5	4.371429	5.000000	0.290612	-1	-1	-1	-1	Mealy_R40_bPCAb.fsm
2	40	2	2	1	1	9	4.775000	3.500000	5.074375	3	1.285897	1.000000	0.245186	5	5	4.171429	4.000000	0.256327	-1	-1	-1	-1	Mealy_R40_burLO.fsm
2	40	2	2	1	1	8	4.750000	4.500000	3.537500	3	1.258974	1.000000	0.225240	5	6	4.228571	5.000000	0.519184	-1	-1	-1	-1	Mealy_R40_BVvQN.fsm
2	40	2	2	1	1	9	4.950000	5.500000	4.397500	3	1.250000	1.000000	0.215705	2	5	4.394737	4.500000	0.238920	-1	-1	-1	-1	Mealy_R40_CXs8x.fsm
2	40	2	2	1	1	8	4.450000	4.500000	3.697500	3	1.258974	2.000000	0.214984	5	5	4.171429	4.000000	0.199184	-1	-1	-1	-1	Mealy_R40_CzX1i.fsm
2	40	2	2	1	1	9	4.625000	5.500000	5.034375	3	1.251282	1.000000	0.211216	8	5	4.250000	4.500000	0.437500	-1	-1	-1	-1	Mealy_R40_D7fzF.fsm
2	40	2	2	1	1	8	4.250000	6.500000	3.237500	3	1.269231	2.000000	0.242899	4	5	4.361111	4.000000	0.286265	-1	-1	-1	-1	Mealy_R40_D7GR7.fsm
2	40	2	2	1	1	8	4.450000	4.500000	3.847500	4	1.270513	2.000000	0.253746	6	6	4.176471	4.000000	0.439446	-1	-1	-1	-1	Mealy_R40_dFRjo.fsm
2	40	2	2	1	1	8	4.375000	4.000000	3.684375	3	1.243590	1.000000	0.207331	3	6	4.162162	6.000000	0.298028	-1	-1	-1	-1	Mealy_R40_DIsPh.fsm
2	40	2	2	1	1	8	4.600000	5.500000	4.240000	3	1.251282	1.000000	0.221473	4	5	4.222222	4.000000	0.228395	-1	-1	-1	-1	Mealy_R40_DjalJ.fsm
2	40	2	2	1	1	10	5.175000	4.500000	5.644375	4	1.317949	2.000000	0.296345	10	6	4.266667	4.000000	0.662222	-1	-1	-1	-1	Mealy_R40_dNbYX.fsm
2	40	2	2	1	1	9	5.025000	6.000000	3.624375	3	1.288462	2.000000	0.251405	5	6	4.228571	4.000000	0.462041	-1	-1	-1	-1	Mealy_R40_Eaadq.fsm
2	40	2	2	1	1	8	5.350000	6.500000	4.227500	3	1.275641	2.000000	0.240689	5	6	4.257143	4.000000	0.476735	-1	-1	-1	-1	Mealy_R40_ecqKX.fsm
2	40	2	2	1	1	7	4.050000	4.500000	2.697500	3	1.274359	1.000000	0.227291	2	5	4.368421	4.000000	0.285319	-1	-1	-1	-1	Mealy_R40_Esm7g.fsm
2	40	2	2	1	1	9	4.225000	4.000000	3.524375	4	1.266667	1.000000	0.236581	5	5	4.114286	4.000000	0.158367	-1	-1	-1	-1	Mealy_R40_F4Zeo.fsm
2	40	2	2	1	1	7	3.900000	4.500000	2.590000	3	1.260256	1.000000	0.233549	3	6	4.243243	5.000000	0.400292	-1	-1	-1	-1	Mealy_R40_fqyFl.fsm
2	40	2	2	1	1	7	3.950000	5.500000	2.397500	3	1.270513	1.000000	0.233233	7	5	4.151515	4.000000	0.249770	-1	-1	-1	-1	Mealy_R40_fywjM.fsm
2	40	2	2	1	1	8	4.125000	3.500000	3.009375	3	1.256410	2.000000	0.216305	5	5	4.142857	3.000000	0.408163	-1	-1	-1	-1	Mealy_R40_gi59A.fsm
2	40	2	2	1	1	8	4.150000	4.500000	3.377500	3	1.262821	1.000000	0.232207	3	5	3.972973	4.000000	0.296567	-1	-1	-1	-1	Mealy_R40_gMa7P.fsm
2	40	2	2	1	1	8	4.600000	3.500000	3.840000	3	1.276923	2.000000	0.248955	1	6	4.153846	5.000000	0.437870	-1	-1	-1	-1	Mealy_R40_gwKAs.fsm
2	40	2	2	1	1	9	4.675000	2.500000	4.819375	4	1.280769	1.000000	0.255784	8	5	4.093750	4.000000	0.209961	-1	-1	-1	-1	Mealy_R40_GXIzq.fsm
2	40	2	2	1	1	9	4.400000	5.500000	3.840000	3	1.261538	1.000000	0.226469	7	5	4.151515	5.000000	0.249770	-1	-1	-1	-1	Mealy_R40_HaIhU.fsm
2	40	2	2	1	1	7	4.000000	3.500000	2.600000	3	1.280769	1.000000	0.242964	6	5	4.264706	4.500000	0.312284	-1	-1	-1	-1	Mealy_R40_Hb90h.fsm
2	40	2	2	1	1	8	3.975000	5.500000	2.774375	3	1.253846	1.000000	0.222742	4	6	4.333333	4.500000	0.388889	-1	-1	-1	-1	Mealy_R40_huPe1.fsm
2	40	2	2	1	1	12	5.225000	7.500000	9.174375	4	1.270513	1.000000	0.246054	9	5	4.193548	3.000000	0.285120	-1	-1	-1	-1	Mealy_R40_i66eE.fsm
2	40	2	2	1	1	10	4.350000	2.500000	4.227500	3	1.291026	1.000000	0.247355	6	5	4.176471	4.000000	0.321799	-1	-1	-1	-1	Mealy_R40_IFLOL.fsm
2	40	2	2	1	1	8	4.825000	6.500000	3.894375	3	1.275641	2.000000	0.240689	4	5	4.138889	4.500000	0.397377	-1	-1	-1	-1	Mealy_R40_jswRc.fsm
2	40	2	2	1	1	7	4.525000	4.500000	3.349375	3	1.274359	1.000000	0.232419	6	5	4.176471	4.000000	0.321799	-1	-1	-1	-1	Mealy_R40_jTjl4.fsm
2	40	2	2	1	1	8	4.425000	3.000000	3.694375	4	1.257692	2.000000	0.222056	7	5	4.303030	4.000000	0.453627	-1	-1	-1	-1	Mealy_R40_Kc4UB.fsm
2	40	2	2	1	1	8	4.500000	5.500000	3.750000	3	1.270513	1.000000	0.228105	4	5	4.416667	5.000000	0.243056	-1	-1	-1	-1	Mealy_R40_kG9QA.fsm
2	40	2	2	1	1	9	4.350000	4.500000	3.577500	3	1.250000	1.000000	0.213141	6	5	4.147059	4.500000	0.301903	-1	-1	-1	-1	Mealy_R40_KkI4X.fsm
2	40	2	2	1	1	7	4.225000	2.500000	2.774375	3	1.255128	1.000000	0.213115	4	5	4.305556	4.500000	0.267747	-1	-1	-1	-1	Mealy_R40_kvVwE.fsm
2	40	2	2	1	1	8	4.200000	1.500000	3.210000	3	1.279487	2.000000	0.242400	6	6	4.558824	3.500000	0.658304	-1	-1	-1	-1	Mealy_R40_Ljxvz.fsm
2	40	2	2	1	1	10	5.550000	6.500000	7.297500	3	1.275641	2.000000	0.240689	7	5	4.212121	3.000000	0.409550	-1	-1	-1	-1	Mealy_R40_LlN0p.fsm
2	40	2	2	1	1	7	4.300000	4.500000	3.460000	3	1.257692	1.000000	0.219492	1	5	4.384615	4.000000	0.287968	-1	-1	-1	-1	Mealy_R40_LMy9F.fsm
2	40	2	2	1	1	8	4.175000	3.500000	3.344375	3	1.312821	2.000000	0.266246	6	6	4.352941	3.500000	0.581315	-1	-1	-1	-1	Mealy_R40_lO8qt.fsm
2	40	2	2	1	1	7	4.175000	5.500000	2.644375	3	1.300000	1.000000	0.263846	5	6	4.542857	5.000000	0.762449	-1	-1	-1	-1	Mealy_R40_lOLG3.fsm
2	40	2	2	1	1	8	4.300000	5.500000	3.710000	3	1.247436	1.000000	0.211852	4	5	4.333333	4.500000	0.222222	-1	-1	-1	-1	Mealy_R40_LVoIA.fsm
2	40	2	2	1	1	8	5.225000	8.000000	3.774375	3	1.278205	2.000000	0.241833	2	6	4.236842	4.000000	0.391274	-1	-1	-1	-1	Mealy_R40_miT1I.fsm
2	40	2	2	1	1	10	5.600000	5.500000	5.140000	3	1.255128	1.000000	0.220807	5	6	4.314286	4.000000	0.672653	-1	-1	-1	-1	Mealy_R40_Ndwhv.fsm
2	40	2	2	1	1	7	4.200000	3.500000	2.760000	4	1.252564	1.000000	0.232365	10	5	4.166667	4.000000	0.405556	-1	-1	-1	-1	Mealy_R40_njhy7.fsm
2	40	2	2	1	1	9	4.100000	3.500000	3.440000	3	1.255128	1.000000	0.205422	6	6	4.176471	3.500000	0.380623	-1	-1	-1	-1	Mealy_R40_NJsuo.fsm
2	40	2	2	1	1	8	4.450000	7.000000	3.797500	4	1.294872	1.000000	0.269461	8	5	4.062500	4.500000	0.433594	-1	-1	-1	-1	Mealy_R40_NKeJP.fsm
2	40	2	2	1	1	9	4.825000	5.500000	4.994375	3	1.276923	1.000000	0.236134	1	5	4.256410	5.000000	0.241946	-1	-1	-1	-1	Mealy_R40_NoFr5.fsm
2	40	2	2	1	1	8	4.100000	4.500000	2.990000	4	1.271795	1.000000	0.238948	3	6	4.216216	4.000000	0.277575	-1	-1	-1	-1	Mealy_R40_o7Bps.fsm
2	40	2	2	1	1	9	4.400000	5.000000	3.940000	4	1.261538	1.000000	0.241854	4	6	4.333333	5.500000	0.500000	-1	-1	-1	-1	Mealy_R40_OfI1h.fsm
2	40	2	2	1	1	8	4.025000	2.500000	2.874375	3	1.257692	1.000000	0.227184	8	6	4.187500	4.000000	0.402344	-1	-1	-1	-1	Mealy_R40_oNXhi.fsm
2	40	2	2	1	1	9	5.250000	8.500000	4.437500	3	1.252564	1.000000	0.209288	6	5	4.176471	4.500000	0.204152	-1	-1	-1	-1	Mealy_R40_oplDZ.fsm
2	40	2	2	1	1	10	5.150000	6.500000	5.927500	3	1.252564	1.000000	0.214417	4	5	4.138889	4.500000	0.286265	-1	-1	-1	-1	Mealy_R40_p3K8I.fsm
2	40	2	2	1	1	9	5.600000	5.500000	4.740000	3	1.297436	1.000000	0.255122	3	5	4.270270	5.000000	0.251278	-1	-1	-1	-1	Mealy_R40_pI1m0.fsm
2	40	2	2	1	1	8	4.125000	2.500000	3.009375	3	1.265385	1.000000	0.235981	4	5	4.166667	3.500000	0.361111	-1	-1	-1	-1	Mealy_R40_pJEXQ.fsm
2	40	2	2	1	1	9	4.225000	6.500000	3.424375	3	1.261538	1.000000	0.221341	4	6	4.333333	4.500000	0.333333	-1	-1	-1	-1	Mealy_R40_pnRHX.fsm
2	40	2	2	1	1	8	4.275000	4.500000	3.399375	3	1.279487	2.000000	0.234707	3	5	4.216216	3.000000	0.331629	-1	-1	-1	-1	Mealy_R40_q1vU8.fsm
2	40	2	2	1	1	10	5.575000	8.500000	4.994375	3	1.253846	1.000000	0.215049	3	5	4.243243	4.000000	0.184076	-1	-1	-1	-1	Mealy_R40_qFBmu.fsm
2	40	2	2	1	1	9	4.525000	4.500000	4.399375	3	1.283333	2.000000	0.236389	8	6	4.187500	4.500000	0.402344	-1	-1	-1	-1	Mealy_R40_QHwv2.fsm
2	40	2	2	1	1	8	4.450000	7.500000	3.297500	4	1.262821	1.000000	0.242464	5	5	4.171429	4.000000	0.370612	-1	-1	-1	-1	Mealy_R40_qy0PX.fsm
2	40	2	2	1	1	7	3.900000	4.500000	2.290000	4	1.312821	1.000000	0.261118	12	5	4.285714	4.000000	0.346939	-1	-1	-1	-1	Mealy_R40_RGMhB.fsm
2	40	2	2	1	1	9	4.775000	4.500000	4.324375	3	1.244872	1.000000	0.210551	4	5	4.194444	4.000000	0.267747	-1	-1	-1	-1	Mealy_R40_RSokA.fsm
2	40	2	2	1	1	6	3.850000	2.500000	2.227500	3	1.275641	1.000000	0.240689	7	5	4.181818	4.000000	0.330579	-1	-1	-1	-1	Mealy_R40_rt3dK.fsm
2	40	2	2	1	1	9	4.625000	2.500000	4.034375	3	1.292308	1.000000	0.265838	6	5	4.205882	4.000000	0.222318	-1	-1	-1	-1	Mealy_R40_s5id0.fsm
2	40	2	2	1	1	9	4.325000	6.500000	3.669375	3	1.297436	1.000000	0.249993	6	5	4.176471	3.500000	0.498270	-1	-1	-1	-1	Mealy_R40_S8vfk.fsm
2	40	2	2	1	1	8	4.950000	4.500000	4.047500	3	1.284615	1.000000	0.267712	3	6	4.297297	5.000000	0.262966	-1	-1	-1	-1	Mealy_R40_SEf5f.fsm
2	40	2	2	1	1	9	4.750000	5.000000	3.937500	3	1.297436	2.000000	0.242301	7	5	4.181818	4.000000	0.330579	-1	-1	-1	-1	Mealy_R40_sExsP.fsm
2	40	2	2	1	1	10	5.475000	4.000000	5.399375	4	1.269231	1.000000	0.237771	4	5	4.277778	5.000000	0.256173	-1	-1	-1	-1	Mealy_R40_SMBlS.fsm
2	40	2	2	1	1	6	4.100000	2.500000	2.640000	3	1.248718	1.000000	0.215062	2	5	4.184211	4.000000	0.202909	-1	-1	-1	-1	Mealy_R40_tafOS.fsm
2	40	2	2	1	1	8	4.275000	4.500000	3.049375	4	1.301282	1.000000	0.274614	6	6	4.352941	4.000000	0.522491	-1	-1	-1	-1	Mealy_R40_Thv2m.fsm
2	40	2	2	1	1	8	4.200000	4.500000	3.210000	3	1.257692	1.000000	0.219492	4	6	4.388889	4.000000	0.682099	-1	-1	-1	-1	Mealy_R40_TvCKB.fsm
2	40	2	2	1	1	8	4.300000	4.500000	3.460000	3	1.262821	1.000000	0.219387	4	5	4.194444	4.500000	0.156636	-1	-1	-1	-1	Mealy_R40_TVIBZ.fsm
2	40	2	2	1	1	8	4.175000	7.000000	3.294375	3	1.292308	1.000000	0.250454	2	6	4.342105	4.000000	0.330332	-1	-1	-1	-1	Mealy_R40_tvzMF.fsm
2	40	2	2	1	1	9	4.575000	6.500000	4.344375	3	1.262821	1.000000	0.219387	7	5	4.212121	4.000000	0.288338	-1	-1	-1	-1	Mealy_R40_UFDaY.fsm
2	40	2	2	1	1	7	4.075000	3.500000	2.819375	3	1.253846	1.000000	0.217613	5	5	4.257143	5.000000	0.191020	-1	-1	-1	-1	Mealy_R40_ufKAW.fsm
2	40	2	2	1	1	8	4.200000	5.500000	3.360000	3	1.280769	2.000000	0.232707	4	6	4.277778	4.500000	0.367284	-1	-1	-1	-1	Mealy_R40_uwwsa.fsm
2	40	2	2	1	1	7	4.200000	5.500000	2.960000	3	1.248718	2.000000	0.199678	4	6	4.277778	4.500000	0.367284	-1	-1	-1	-1	Mealy_R40_VdHcn.fsm
2	40	2	2	1	1	8	4.250000	6.500000	3.387500	3	1.261538	1.000000	0.231598	2	7	4.289474	4.500000	0.521468	-1	-1	-1	-1	Mealy_R40_Vh8MU.fsm
2	40	2	2	1	1	7	4.100000	4.500000	2.890000	3	1.248718	1.000000	0.212498	3	6	4.189189	4.000000	0.315559	-1	-1	-1	-1	Mealy_R40_vOErG.fsm
2	40	2	2	1	1	9	4.800000	2.500000	4.660000	3	1.252564	1.000000	0.214417	7	5	4.151515	4.000000	0.249770	-1	-1	-1	-1	Mealy_R40_xbBpz.fsm
2	40	2	2	1	1	8	5.275000	7.000000	3.499375	4	1.265385	1.000000	0.241109	5	5	4.142857	4.000000	0.179592	-1	-1	-1	-1	Mealy_R40_xCZd6.fsm
2	40	2	2	1	1	8	4.200000	3.500000	3.210000	3	1.252564	1.000000	0.214417	6	6	4.352941	4.000000	0.346021	-1	-1	-1	-1	Mealy_R40_XJq8S.fsm
2	40	2	2	1	1	8	4.100000	3.000000	2.890000	3	1.260256	1.000000	0.225856	3	6	4.135135	4.000000	0.549306	-1	-1	-1	-1	Mealy_R40_Y1sB1.fsm
2	40	2	2	1	1	9	5.275000	6.500000	4.449375	4	1.284615	2.000000	0.265148	9	5	4.290323	4.000000	0.206035	-1	-1	-1	-1	Mealy_R40_yrTNq.fsm
2	40	2	2	1	1	7	3.875000	5.000000	2.259375	3	1.257692	2.000000	0.219492	3	6	4.297297	3.000000	0.479182	-1	-1	-1	-1	Mealy_R40_zmqEM.fsm
2	40	2	2	1	1	8	4.525000	6.500000	3.849375	3	1.255128	1.000000	0.228499	6	6	4.147059	3.500000	0.301903	-1	-1	-1	-1	Mealy_R40_ZsFzh.fsm
2	50	2	2	1	1	7	4.560000	3.500000	2.806400	3	1.254694	1.000000	0.212682	5	6	4.600000	5.000000	0.328889	-1	-1	-1	-1	Mealy_R50.fsm
2	50	2	2	1	1	9	4.600000	5.500000	4.160000	3	1.251429	1.000000	0.211069	4	5	4.413043	4.500000	0.242439	-1	-1	-1	-1	Mealy_R50_0fkr8.fsm
2	50	2	2	1	1	10	5.000000	4.500000	5.080000	3	1.266122	2.000000	0.221424	10	6	4.300000	5.000000	0.410000	-1	-1	-1	-1	Mealy_R50_19tCE.fsm
2	50	2	2	1	1	8	4.460000	4.000000	2.768400	3	1.291429	2.000000	0.247314	11	6	4.333333	4.000000	0.529915	-1	-1	-1	-1	Mealy_R50_1LIlx.fsm
2	50	2	2	1	1	10	4.880000	5.500000	4.265600	3	1.301224	2.000000	0.262733	5	6	4.488889	4.000000	0.383210	-1	-1	-1	-1	Mealy_R50_1TGf8.fsm
2	50	2	2	1	1	8	4.720000	2.500000	3.761600	3	1.264490	1.000000	0.227188	3	6	4.531915	4.000000	0.419194	-1	-1	-1	-1	Mealy_R50_1Tnhc.fsm
2	50	2	2	1	1	8	4.500000	3.500000	3.450000	3	1.256327	1.000000	0.223276	6	6	4.545455	4.500000	0.338843	-1	-1	-1	-1	Mealy_R50_3LxUA.fsm
2	50	2	2	1	1	8	4.760000	5.500000	3.502400	3	1.303673	2.000000	0.255538	8	6	4.595238	5.000000	0.621882	-1	-1	-1	-1	Mealy_R50_4079l.fsm
2	50	2	2	1	1	7	4.320000	4.000000	2.737600	3	1.281633	2.000000	0.243132	7	6	4.418605	4.000000	0.336398	-1	-1	-1	-1	Mealy_R50_4bmzc.fsm
2	50	2	2	1	1	9	4.880000	5.000000	4.065600	4	1.263673	1.000000	0.230068	6	6	4.522727	4.000000	0.340393	-1	-1	-1	-1	Mealy_R50_4EC4k.fsm
2	50	2	2	1	1	10	5.800000	5.500000	4.720000	3	1.255510	1.000000	0.214715	0	6	4.500000	4.500000	0.330000	-1	-1	-1	-1	Mealy_R50_4Rpps.fsm
2	50	2	2	1	1	8	4.500000	1.500000	3.210000	3	1.257959	1.000000	0.220804	4	6	4.565217	4.500000	0.419660	-1	-1	-1	-1	Mealy_R50_4vzcc.fsm
2	50	2	2	1	1	8	4.500000	5.500000	3.210000	4	1.321633	1.000000	0.290022	6	7	4.227273	5.000000	0.630165	-1	-1	-1	-1	Mealy_R50_5BLTf.fsm
2	50	2	2	1	1	7	4.420000	6.500000	2.843600	4	1.259592	1.000000	0.221592	4	6	4.586957	4.000000	0.416352	-1	-1	-1	-1	Mealy_R50_69HgC.fsm
2	50	2	2	1	1	11	5.360000	1.500000	6.550400	3	1.272653	2.000000	0.230966	9	5	4.463415	5.000000	0.297442	-1	-1	-1	-1	Mealy_R50_6fit7.fsm
2	50	2	2	1	1	10	5.440000	6.500000	5.526400	3	1.264490	2.000000	0.232086	9	6	4.390244	4.000000	0.335515	-1	-1	-1	-1	Mealy_R50_6mdLs.fsm
2	50	2	2	1	1	8	4.920000	1.500000	4.153600	3	1.275102	1.000000	0.236972	2	6	4.479167	4.000000	0.374566	-1	-1	-1	-1	Mealy_R50_90idR.fsm
2	50	2	2	1	1	8	4.740000	5.500000	3.312400	3	1.252245	1.000000	0.213107	4	5	4.413043	4.000000	0.242439	-1	-1	-1	-1	Mealy_R50_98dqf.fsm
2	50	2	2	1	1	9	4.520000	6.500000	3.649600	3	1.271020	2.000000	0.233487	4	6	4.521739	4.000000	0.423440	-1	-1	-1	-1	Mealy_R50_9vFjW.fsm
2	50	2	2	1	1	9	4.900000	3.500000	3.930000	3	1.266939	2.000000	0.231601	7	5	4.325581	3.000000	0.312601	-1	-1	-1	-1	Mealy_R50_a1h3L.fsm
2	50	2	2	1	1	8	4.880000	4.500000	3.825600	4	1.256327	1.000000	0.221644	5	6	4.400000	4.000000	0.506667	-1	-1	-1	-1	Mealy_R50_aBNI3.fsm
2	50	2	2	1	1	9	4.640000	4.500000	4.110400	3	1.277551	2.000000	0.244598	10	6	4.475000	5.500000	0.399375	-1	-1	-1	-1	Mealy_R50_b18wc.fsm
2	50	2	2	1	1	10	4.940000	6.500000	4.096400	3	1.274286	1.000000	0.234971	3	5	4.553191	5.000000	0.247171	-1	-1	-1	-1	Mealy_R50_B2AoD.fsm
2	50	2	2	1	1	9	5.080000	6.000000	4.753600	4	1.258776	1.000000	0.224464	3	6	4.446809	4.000000	0.374830	-1	-1	-1	-1	Mealy_R50_B9t4h.fsm
2	50	2	2	1	1	7	4.160000	4.500000	2.374400	3	1.257959	1.000000	0.211008	8	5	4.500000	4.000000	0.250000	-1	-1	-1	-1	Mealy_R50_Bgebz.fsm
2	50	2	2	1	1	9	4.960000	4.500000	3.918400	4	1.259592	1.000000	0.221592	5	6	4.555556	4.000000	0.335802	-1	-1	-1	-1	Mealy_R50_BNF5h.fsm
2	50	2	2	1	1	7	4.540000	5.500000	2.688400	3	1.248980	1.000000	0.206581	1	6	4.510204	4.000000	0.290712	-1	-1	-1	-1	Mealy_R50_BZRF8.fsm
2	50	2	2	1	1	8	4.880000	5.000000	3.345600	3	1.257143	1.000000	0.218776	9	6	4.536585	4.000000	0.297442	-1	-1	-1	-1	Mealy_R50_C4RUI.fsm
2	50	2	2	1	1	9	5.040000	7.500000	4.598400	3	1.278367	2.000000	0.241695	5	5	4.333333	4.000000	0.311111	-1	-1	-1	-1	Mealy_R50_d1KNG.fsm
2	50	2	2	1	1	7	4.340000	5.500000	2.624400	3	1.254694	1.000000	0.215947	3	6	4.404255	4.000000	0.283386	-1	-1	-1	-1	Mealy_R50_dE5rQ.fsm
2	50	2	2	1	1	8	4.620000	3.500000	3.595600	3	1.263673	1.000000	0.225170	1	6	4.510204	5.000000	0.372345	-1	-1	-1	-1	Mealy_R50_e5iyv.fsm
2	50	2	2	1	1	9	5.480000	4.500000	4.129600	3	1.254694	1.000000	0.219213	7	6	4.488372	5.000000	0.389400	-1	-1	-1	-1	Mealy_R50_ESnbw.fsm
2	50	2	2	1	1	8	4.300000	6.000000	2.890000	3	1.269388	2.000000	0.236002	8	6	4.333333	4.000000	0.555556	-1	-1	-1	-1	Mealy_R50_Ewd0j.fsm
2	50	2	2	1	1	11	5.420000	6.500000	6.323600	4	1.275918	1.000000	0.248767	5	5	4.266667	4.000000	0.328889	-1	-1	-1	-1	Mealy_R50_G8xjq.fsm
2	50	2	2	1	1	9	5.340000	5.500000	3.504400	4	1.280816	2.000000	0.242775	9	6	4.243902	4.000000	0.379536	-1	-1	-1	-1	Mealy_R50_gcsgH.fsm
2	50	2	2	1	1	9	4.820000	3.500000	3.947600	3	1.267755	1.000000	0.233613	9	5	4.487805	4.000000	0.249851	-1	-1	-1	-1	Mealy_R50_gKhVq.fsm
2	50	2	2	1	1	9	4.900000	5.500000	4.250000	3	1.248980	1.000000	0.213111	6	6	4.431818	4.500000	0.336260	-1	-1	-1	-1	Mealy_R50_gugn4.fsm
2	50	2	2	1	1	8	4.480000	5.500000	3.289600	3	1.285714	2.000000	0.256327	10	6	4.425000	5.000000	0.544375	-1	-1	-1	-1	Mealy_R50_hnwFf.fsm
2	50	2	2	1	1	9	5.440000	5.500000	6.046400	3	1.266122	2.000000	0.227954	6	6	4.500000	5.000000	0.295455	-1	-1	-1	-1	Mealy_R50_Hossj.fsm
2	50	2	2	1	1	10	5.180000	4.000000	5.187600	4	1.282449	2.000000	0.243488	9	6	4.487805	4.000000	0.396193	-1	-1	-1	-1	Mealy_R50_HV877.fsm
2	50	2	2	1	1	10	4.860000	8.500000	4.560400	3	1.251429	1.000000	0.217600	7	6	4.372093	4.000000	0.280151	-1	-1	-1	-1	Mealy_R50_I3hgy.fsm
2	50	2	2	1	1	10	5.000000	5.500000	4.600000	3	1.254694	1.000000	0.207784	9	5	4.390244	4.000000	0.237954	-1	-1	-1	-1	Mealy_R50_I8980.fsm
2	50	2	2	1	1	9	5.480000	3.500000	4.369600	3	1.297143	1.000000	0.261094	3	5	4.297872	5.000000	0.251698	-1	-1	-1	-1	Mealy_R50_I8qX1.fsm
2	50	2	2	1	1	8	4.380000	3.500000	3.155600	3	1.250612	1.000000	0.210663	3	5	4.446809	5.000000	0.289724	-1	-1	-1	-1	Mealy_R50_iJm83.fsm
2	50	2	2	1	1	7	4.580000	4.000000	2.843600	3	1.278367	2.000000	0.227001	3	6	4.446809	4.000000	0.417383	-1	-1	-1	-1	Mealy_R50_IROB1.fsm
2	50	2	2	1	1	10	5.140000	3.500000	5.040400	3	1.258776	1.000000	0.229362	12	6	4.447368	4.500000	0.405125	-1	-1	-1	-1	Mealy_R50_JbnrA.fsm
2	50	2	2	1	1	10	5.260000	4.500000	5.552400	3	1.253878	1.000000	0.213914	5	5	4.600000	4.000000	0.240000	-1	-1	-1	-1	Mealy_R50_jcajE.fsm
2	50	2	2	1	1	8	4.320000	4.000000	2.737600	3	1.305306	2.000000	0.251278	5	6	4.466667	5.000000	0.471111	-1	-1	-1	-1	Mealy_R50_KTgn0.fsm
2	50	2	2	1	1	9	5.100000	5.500000	4.090000	4	1.283265	2.000000	0.242210	7	6	4.325581	4.000000	0.452136	-1	-1	-1	-1	Mealy_R50_Kukn4.fsm
2	50	2	2	1	1	8	4.700000	4.500000	3.050000	3	1.258776	2.000000	0.217933	6	5	4.590909	4.000000	0.241736	-1	-1	-1	-1	Mealy_R50_LflDI.fsm
2	50	2	2	1	1	9	5.320000	3.500000	4.177600	3	1.268571	2.000000	0.230727	10	6	4.450000	5.000000	0.647500	-1	-1	-1	-1	Mealy_R50_lNomM.fsm
2	50	2	2	1	1	8	4.820000	6.500000	3.387600	3	1.252245	2.000000	0.209842	6	6	4.545455	4.500000	0.293388	-1	-1	-1	-1	Mealy_R50_lnQ0h.fsm
2	50	2	2	1	1	7	4.180000	1.500000	2.467600	3	1.262041	2.000000	0.221131	5	5	4.422222	5.000000	0.243951	-1	-1	-1	-1	Mealy_R50_Lusaf.fsm
2	50	2	2	1	1	9	5.080000	7.000000	4.713600	4	1.285714	1.000000	0.244898	3	6	4.425532	5.000000	0.287008	-1	-1	-1	-1	Mealy_R50_LvXqB.fsm
2	50	2	2	1	1	9	4.700000	3.500000	4.090000	3	1.259592	1.000000	0.219959	3	6	4.468085	4.000000	0.376641	-1	-1	-1	-1	Mealy_R50_m3cHD.fsm
2	50	2	2	1	1	8	4.580000	5.500000	3.323600	3	1.294694	2.000000	0.248666	4	6	4.586957	4.500000	0.459830	-1	-1	-1	-1	Mealy_R50_M7z3N.fsm
2	50	2	2	1	1	8	4.740000	6.000000	3.272400	3	1.280000	2.000000	0.235886	7	6	4.395349	4.000000	0.378583	-1	-1	-1	-1	Mealy_R50_mkOEZ.fsm
