Correct/IndistMachines	FSMtype	States	Inputs	Outputs	ES	Resets	Symbols	seconds	AlgorithmType	Algorithm	AlgId	fileName
0	2	10	2	2	2	102	800	0.001001	TS	Wp-methodST	6	Mealy_R10_0VFLT.fsm
0	2	10	2	2	2	93	746	0.001000	TS	HSI-method	7	Mealy_R10_0VFLT.fsm
0	2	10	2	2	2	54	519	0.000000	TS	HSI-methodST	8	Mealy_R10_0VFLT.fsm
0	2	10	2	2	2	80	668	0.000000	TS	H-method	9	Mealy_R10_0VFLT.fsm
0	2	10	2	2	2	62	595	0.000000	TS	SPY-method	10	Mealy_R10_0VFLT.fsm
0	2	10	2	2	2	54	519	0.001001	TS	SPY-methodST	11	Mealy_R10_0VFLT.fsm
0	2	10	2	2	2	50	527	0.001001	TS	SPYH-method	12	Mealy_R10_0VFLT.fsm
0	2	10	2	2	2	37	484	0.004002	TS	S-method	13	Mealy_R10_0VFLT.fsm
0	2	10	2	2	2	1	92	0.001001	TS	Mra-method	14	Mealy_R10_0VFLT.fsm
0	2	10	2	2	0	20	154	0.000000	TS	PDS-method	0	Mealy_R10_cfetx.fsm
0	2	10	2	2	0	11	82	0.000000	TS	ADS-method	1	Mealy_R10_cfetx.fsm
0	2	10	2	2	0	34	230	0.000000	TS	SVS-method	2	Mealy_R10_cfetx.fsm
0	2	10	2	2	0	22	138	0.000000	TS	W-method	3	Mealy_R10_cfetx.fsm
0	2	10	2	2	0	33	218	0.000000	TS	W-methodST	4	Mealy_R10_cfetx.fsm
0	2	10	2	2	0	22	130	0.000000	TS	Wp-method	5	Mealy_R10_cfetx.fsm
0	2	10	2	2	0	17	109	0.000000	TS	Wp-methodST	6	Mealy_R10_cfetx.fsm
0	2	10	2	2	0	22	131	0.000000	TS	HSI-method	7	Mealy_R10_cfetx.fsm
0	2	10	2	2	0	11	82	0.000000	TS	HSI-methodST	8	Mealy_R10_cfetx.fsm
0	2	10	2	2	0	26	157	0.000000	TS	H-method	9	Mealy_R10_cfetx.fsm
0	2	10	2	2	0	21	141	0.000000	TS	SPY-method	10	Mealy_R10_cfetx.fsm
0	2	10	2	2	0	11	82	0.000000	TS	SPY-methodST	11	Mealy_R10_cfetx.fsm
0	2	10	2	2	0	19	120	0.001001	TS	SPYH-method	12	Mealy_R10_cfetx.fsm
0	2	10	2	2	0	9	88	0.000000	TS	S-method	13	Mealy_R10_cfetx.fsm
0	2	10	2	2	0	1	70	0.001001	TS	Mra-method	14	Mealy_R10_cfetx.fsm
0	2	10	2	2	1	41	353	0.000000	TS	PDS-method	0	Mealy_R10_cfetx.fsm
0	2	10	2	2	1	22	195	0.000000	TS	ADS-method	1	Mealy_R10_cfetx.fsm
0	2	10	2	2	1	69	536	0.001001	TS	SVS-method	2	Mealy_R10_cfetx.fsm
0	2	10	2	2	1	44	320	0.000000	TS	W-method	3	Mealy_R10_cfetx.fsm
0	2	10	2	2	1	66	502	0.001001	TS	W-methodST	4	Mealy_R10_cfetx.fsm
0	2	10	2	2	1	41	291	0.000000	TS	Wp-method	5	Mealy_R10_cfetx.fsm
0	2	10	2	2	1	42	310	0.001001	TS	Wp-methodST	6	Mealy_R10_cfetx.fsm
0	2	10	2	2	1	44	306	0.000000	TS	HSI-method	7	Mealy_R10_cfetx.fsm
0	2	10	2	2	1	22	195	0.000000	TS	HSI-methodST	8	Mealy_R10_cfetx.fsm
0	2	10	2	2	1	39	305	0.000000	TS	H-method	9	Mealy_R10_cfetx.fsm
0	2	10	2	2	1	29	246	0.001001	TS	SPY-method	10	Mealy_R10_cfetx.fsm
0	2	10	2	2	1	22	195	0.001001	TS	SPY-methodST	11	Mealy_R10_cfetx.fsm
0	2	10	2	2	1	32	256	0.000000	TS	SPYH-method	12	Mealy_R10_cfetx.fsm
0	2	10	2	2	1	12	194	0.002001	TS	S-method	13	Mealy_R10_cfetx.fsm
0	2	10	2	2	1	1	70	0.000000	TS	Mra-method	14	Mealy_R10_cfetx.fsm
0	2	10	2	2	2	82	784	0.001002	TS	PDS-method	0	Mealy_R10_cfetx.fsm
0	2	10	2	2	2	44	427	0.001001	TS	ADS-method	1	Mealy_R10_cfetx.fsm
0	2	10	2	2	2	135	1203	0.001000	TS	SVS-method	2	Mealy_R10_cfetx.fsm
0	2	10	2	2	2	88	728	0.001000	TS	W-method	3	Mealy_R10_cfetx.fsm
0	2	10	2	2	2	132	1136	0.001001	TS	W-methodST	4	Mealy_R10_cfetx.fsm
0	2	10	2	2	2	83	665	0.000000	TS	Wp-method	5	Mealy_R10_cfetx.fsm
0	2	10	2	2	2	84	702	0.000000	TS	Wp-methodST	6	Mealy_R10_cfetx.fsm
0	2	10	2	2	2	88	704	0.001001	TS	HSI-method	7	Mealy_R10_cfetx.fsm
0	2	10	2	2	2	44	427	0.000000	TS	HSI-methodST	8	Mealy_R10_cfetx.fsm
0	2	10	2	2	2	79	690	0.001001	TS	H-method	9	Mealy_R10_cfetx.fsm
0	2	10	2	2	2	58	558	0.000000	TS	SPY-method	10	Mealy_R10_cfetx.fsm
0	2	10	2	2	2	44	427	0.000000	TS	SPY-methodST	11	Mealy_R10_cfetx.fsm
0	2	10	2	2	2	56	518	0.001001	TS	SPYH-method	12	Mealy_R10_cfetx.fsm
0	2	10	2	2	2	23	413	0.004003	TS	S-method	13	Mealy_R10_cfetx.fsm
0	2	10	2	2	2	1	70	0.000000	TS	Mra-method	14	Mealy_R10_cfetx.fsm
0	2	10	2	2	0	21	225	0.000000	TS	PDS-method	0	Mealy_R10_NKB8J.fsm
0	2	10	2	2	0	15	125	0.000000	TS	ADS-method	1	Mealy_R10_NKB8J.fsm
0	2	10	2	2	0	30	208	0.000000	TS	SVS-method	2	Mealy_R10_NKB8J.fsm
0	2	10	2	2	0	33	224	0.000000	TS	W-method	3	Mealy_R10_NKB8J.fsm
0	2	10	2	2	0	44	295	0.000000	TS	W-methodST	4	Mealy_R10_NKB8J.fsm
0	2	10	2	2	0	23	145	0.000000	TS	Wp-method	5	Mealy_R10_NKB8J.fsm
0	2	10	2	2	0	24	152	0.001000	TS	Wp-methodST	6	Mealy_R10_NKB8J.fsm
0	2	10	2	2	0	25	155	0.000000	TS	HSI-method	7	Mealy_R10_NKB8J.fsm
0	2	10	2	2	0	15	125	0.000000	TS	HSI-methodST	8	Mealy_R10_NKB8J.fsm
0	2	10	2	2	0	18	124	0.000000	TS	H-method	9	Mealy_R10_NKB8J.fsm
0	2	10	2	2	0	21	162	0.001002	TS	SPY-method	10	Mealy_R10_NKB8J.fsm
0	2	10	2	2	0	15	125	0.000000	TS	SPY-methodST	11	Mealy_R10_NKB8J.fsm
0	2	10	2	2	0	19	137	0.000000	TS	SPYH-method	12	Mealy_R10_NKB8J.fsm
0	2	10	2	2	0	11	108	0.001000	TS	S-method	13	Mealy_R10_NKB8J.fsm
0	2	10	2	2	0	3	96	0.000000	TS	Mra-method	14	Mealy_R10_NKB8J.fsm
0	2	10	2	2	1	43	499	0.001001	TS	PDS-method	0	Mealy_R10_NKB8J.fsm
0	2	10	2	2	1	32	317	0.000000	TS	ADS-method	1	Mealy_R10_NKB8J.fsm
0	2	10	2	2	1	57	449	0.001001	TS	SVS-method	2	Mealy_R10_NKB8J.fsm
0	2	10	2	2	1	66	514	0.001001	TS	W-method	3	Mealy_R10_NKB8J.fsm
0	2	10	2	2	1	88	678	0.000999	TS	W-methodST	4	Mealy_R10_NKB8J.fsm
0	2	10	2	2	1	44	313	0.000000	TS	Wp-method	5	Mealy_R10_NKB8J.fsm
0	2	10	2	2	1	53	393	0.000000	TS	Wp-methodST	6	Mealy_R10_NKB8J.fsm
0	2	10	2	2	1	48	341	0.000000	TS	HSI-method	7	Mealy_R10_NKB8J.fsm
0	2	10	2	2	1	32	317	0.001001	TS	HSI-methodST	8	Mealy_R10_NKB8J.fsm
0	2	10	2	2	1	38	290	0.000000	TS	H-method	9	Mealy_R10_NKB8J.fsm
0	2	10	2	2	1	32	279	0.000000	TS	SPY-method	10	Mealy_R10_NKB8J.fsm
0	2	10	2	2	1	32	317	0.001001	TS	SPY-methodST	11	Mealy_R10_NKB8J.fsm
0	2	10	2	2	1	32	264	0.000000	TS	SPYH-method	12	Mealy_R10_NKB8J.fsm
0	2	10	2	2	1	15	255	0.003002	TS	S-method	13	Mealy_R10_NKB8J.fsm
0	2	10	2	2	1	3	96	0.000000	TS	Mra-method	14	Mealy_R10_NKB8J.fsm
0	2	10	2	2	2	87	1091	0.000000	TS	PDS-method	0	Mealy_R10_NKB8J.fsm
0	2	10	2	2	2	67	739	0.000000	TS	ADS-method	1	Mealy_R10_NKB8J.fsm
0	2	10	2	2	2	115	1022	0.001001	TS	SVS-method	2	Mealy_R10_NKB8J.fsm
